drug_id,drug_name,atc_code,atc_level1,atc_level1_name,atc_level2,atc_level3,atc_level4,atc_level5,level_name,primary_category
DB00196,Fluconazole,J02AC01,J,Antiinfectives for systemic use,J02,J02A,J02AC,J02AC01,Triazole derivatives,J
DB00196,Fluconazole,D01AC15,D,Dermatologicals,D01,D01A,D01AC,D01AC15,Imidazole and triazole derivatives,D
DB00197,Troglitazone,A10BG01,A,Alimentary tract and metabolism,A10,A10B,A10BG,A10BG01,Thiazolidinediones,A
DB00198,Oseltamivir,J05AH02,J,Antiinfectives for systemic use,J05,J05A,J05AH,J05AH02,Neuraminidase inhibitors,J
DB00199,Erythromycin,J01FA01,J,Antiinfectives for systemic use,J01,J01F,J01FA,J01FA01,Macrolides,J
DB00199,Erythromycin,D10AF02,D,Dermatologicals,D10,D10A,D10AF,D10AF02,Antiinfectives for treatment of acne,D
DB00199,Erythromycin,S01AA17,S,Sensory organs,S01,S01A,S01AA,S01AA17,Antibiotics,S
DB00199,Erythromycin,D10AF52,D,Dermatologicals,D10,D10A,D10AF,D10AF52,Antiinfectives for treatment of acne,D
DB00200,Hydroxocobalamin,B03BA53,B,Blood and blood forming organs,B03,B03B,B03BA,B03BA53,Vitamin B12 (cyanocobalamin and analogues),B
DB00200,Hydroxocobalamin,V03AB33,V,Various,V03,V03A,V03AB,V03AB33,Antidotes,V
DB00200,Hydroxocobalamin,B03BA03,B,Blood and blood forming organs,B03,B03B,B03BA,B03BA03,Vitamin B12 (cyanocobalamin and analogues),B
DB00201,Caffeine,R03DA20,R,Respiratory system,R03,R03D,R03DA,R03DA20,Xanthines,R
DB00201,Caffeine,V04CG30,V,Various,V04,V04C,V04CG,V04CG30,Tests for gastric secretion,V
DB00201,Caffeine,N06BC01,N,Nervous system,N06,N06B,N06BC,N06BC01,Xanthine derivatives,N
DB00202,Succinylcholine,M03AB01,M,Musculo-skeletal system,M03,M03A,M03AB,M03AB01,Choline derivatives,M
DB00203,Sildenafil,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00203,Sildenafil,G04BE03,G,Genito-urinary system and sex hormones,G04,G04B,G04BE,G04BE03,Drugs used in erectile dysfunction,G
DB00204,Dofetilide,C01BD04,C,Cardiovascular system,C01,C01B,C01BD,C01BD04,"Antiarrhythmics, class III",C
DB00205,Pyrimethamine,P01BD01,P,Antiparasitic products,P01,P01B,P01BD,P01BD01,Diaminopyrimidines,P
DB00205,Pyrimethamine,P01BD51,P,Antiparasitic products,P01,P01B,P01BD,P01BD51,Diaminopyrimidines,P
DB00205,Pyrimethamine,P01BF04,P,Antiparasitic products,P01,P01B,P01BF,P01BF04,"Artemisinin and derivatives, combinations",P
DB00206,Reserpine,C02LA51,C,Cardiovascular system,C02,C02L,C02LA,C02LA51,Rauwolfia alkaloids and diuretics in combination,C
DB00206,Reserpine,C02AA02,C,Cardiovascular system,C02,C02A,C02AA,C02AA02,Rauwolfia alkaloids,C
DB00206,Reserpine,C02LA01,C,Cardiovascular system,C02,C02L,C02LA,C02LA01,Rauwolfia alkaloids and diuretics in combination,C
DB00206,Reserpine,C02LA71,C,Cardiovascular system,C02,C02L,C02LA,C02LA71,Rauwolfia alkaloids and diuretics in combination,C
DB00206,Reserpine,C02AA52,C,Cardiovascular system,C02,C02A,C02AA,C02AA52,Rauwolfia alkaloids,C
DB00207,Azithromycin,J01RA07,J,Antiinfectives for systemic use,J01,J01R,J01RA,J01RA07,Combinations of antibacterials,J
DB00207,Azithromycin,S01AA26,S,Sensory organs,S01,S01A,S01AA,S01AA26,Antibiotics,S
DB00207,Azithromycin,J01FA10,J,Antiinfectives for systemic use,J01,J01F,J01FA,J01FA10,Macrolides,J
DB00208,Ticlopidine,B01AC05,B,Blood and blood forming organs,B01,B01A,B01AC,B01AC05,Platelet aggregation inhibitors excl. heparin,B
DB00209,Trospium,A03DA06,A,Alimentary tract and metabolism,A03,A03D,A03DA,A03DA06,Synthetic anticholinergic agents in combination with analgesics,A
DB00209,Trospium,G04BD09,G,Genito-urinary system and sex hormones,G04,G04B,G04BD,G04BD09,Drugs for urinary frequency and incontinence,G
DB00210,Adapalene,D10AD03,D,Dermatologicals,D10,D10A,D10AD,D10AD03,Retinoids for topical use in acne,D
DB00210,Adapalene,D10AD53,D,Dermatologicals,D10,D10A,D10AD,D10AD53,Retinoids for topical use in acne,D
DB00211,Midodrine,C01CA17,C,Cardiovascular system,C01,C01C,C01CA,C01CA17,Adrenergic and dopaminergic agents,C
DB00212,Remikiren,C09XA01,C,Cardiovascular system,C09,C09X,C09XA,C09XA01,Renin-inhibitors,C
DB00213,Pantoprazole,A02BD11,A,Alimentary tract and metabolism,A02,A02B,A02BD,A02BD11,Combinations for eradication of Helicobacter pylori,A
DB00213,Pantoprazole,A02BD04,A,Alimentary tract and metabolism,A02,A02B,A02BD,A02BD04,Combinations for eradication of Helicobacter pylori,A
DB00213,Pantoprazole,A02BC02,A,Alimentary tract and metabolism,A02,A02B,A02BC,A02BC02,Proton pump inhibitors,A
DB00214,Torasemide,C03CA04,C,Cardiovascular system,C03,C03C,C03CA,C03CA04,"Sulfonamides, plain",C
DB00214,Torasemide,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00215,Citalopram,N06AB04,N,Nervous system,N06,N06A,N06AB,N06AB04,Selective serotonin reuptake inhibitors,N
DB00216,Eletriptan,N02CC06,N,Nervous system,N02,N02C,N02CC,N02CC06,Selective serotonin (5HT1) agonists,N
DB00217,Bethanidine,C02CC01,C,Cardiovascular system,C02,C02C,C02CC,C02CC01,Guanidine derivatives,C
DB00218,Moxifloxacin,S01AE07,S,Sensory organs,S01,S01A,S01AE,S01AE07,Fluoroquinolones,S
DB00218,Moxifloxacin,J01MA14,J,Antiinfectives for systemic use,J01,J01M,J01MA,J01MA14,Fluoroquinolones,J
DB00219,Oxyphenonium,A03AB53,A,Alimentary tract and metabolism,A03,A03A,A03AB,A03AB53,"Synthetic anticholinergics, quaternary ammonium compounds",A
DB00219,Oxyphenonium,A03AB03,A,Alimentary tract and metabolism,A03,A03A,A03AB,A03AB03,"Synthetic anticholinergics, quaternary ammonium compounds",A
DB00220,Nelfinavir,J05AE04,J,Antiinfectives for systemic use,J05,J05A,J05AE,J05AE04,Protease inhibitors,J
DB00221,Isoetarine,R03CC06,R,Respiratory system,R03,R03C,R03CC,R03CC06,Selective beta-2-adrenoreceptor agonists,R
DB00221,Isoetarine,R03AC07,R,Respiratory system,R03,R03A,R03AC,R03AC07,Selective beta-2-adrenoreceptor agonists,R
DB00222,Glimepiride,A10BD04,A,Alimentary tract and metabolism,A10,A10B,A10BD,A10BD04,Combinations of oral blood glucose lowering drugs,A
DB00222,Glimepiride,A10BB12,A,Alimentary tract and metabolism,A10,A10B,A10BB,A10BB12,Sulfonylureas,A
DB00222,Glimepiride,A10BD06,A,Alimentary tract and metabolism,A10,A10B,A10BD,A10BD06,Combinations of oral blood glucose lowering drugs,A
DB00223,Diflorasone,D07AC10,D,Dermatologicals,D07,D07A,D07AC,D07AC10,"Corticosteroids, potent (group III)",D
DB00224,Indinavir,J05AE02,J,Antiinfectives for systemic use,J05,J05A,J05AE,J05AE02,Protease inhibitors,J
DB00225,Gadodiamide,V08CA03,V,Various,V08,V08C,V08CA,V08CA03,Paramagnetic contrast media,V
DB00227,Lovastatin,C10AA02,C,Cardiovascular system,C10,C10A,C10AA,C10AA02,HMG CoA reductase inhibitors,C
DB00227,Lovastatin,C10BA01,C,Cardiovascular system,C10,C10B,C10BA,C10BA01,HMG CoA reductase inhibitors in combination with other lipid modifying agents,C
DB00228,Enflurane,N01AB04,N,Nervous system,N01,N01A,N01AB,N01AB04,Halogenated hydrocarbons,N
DB00229,Cefotiam,J01DC07,J,Antiinfectives for systemic use,J01,J01D,J01DC,J01DC07,Second-generation cephalosporins,J
DB00230,Pregabalin,N03AX16,N,Nervous system,N03,N03A,N03AX,N03AX16,Other antiepileptics,N
DB00231,Temazepam,N05CD07,N,Nervous system,N05,N05C,N05CD,N05CD07,Benzodiazepine derivatives,N
DB00232,Methyclothiazide,C03AA08,C,Cardiovascular system,C03,C03A,C03AA,C03AA08,"Thiazides, plain",C
DB00232,Methyclothiazide,C03AB08,C,Cardiovascular system,C03,C03A,C03AB,C03AB08,Thiazides and potassium in combination,C
DB00232,Methyclothiazide,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00233,Aminosalicylic Acid,J04AA02,J,Antiinfectives for systemic use,J04,J04A,J04AA,J04AA02,Aminosalicylic acid and derivatives,J
DB00233,Aminosalicylic Acid,J04AA03,J,Antiinfectives for systemic use,J04,J04A,J04AA,J04AA03,Aminosalicylic acid and derivatives,J
DB00233,Aminosalicylic Acid,J04AA01,J,Antiinfectives for systemic use,J04,J04A,J04AA,J04AA01,Aminosalicylic acid and derivatives,J
DB00234,Reboxetine,N06AX18,N,Nervous system,N06,N06A,N06AX,N06AX18,Other antidepressants,N
DB00235,Milrinone,C01CE02,C,Cardiovascular system,C01,C01C,C01CE,C01CE02,Phosphodiesterase inhibitors,C
DB00236,Pipobroman,L01AX02,L,Antineoplastic and immunomodulating agents,L01,L01A,L01AX,L01AX02,Other alkylating agents,L
DB00238,Nevirapine,J05AG01,J,Antiinfectives for systemic use,J05,J05A,J05AG,J05AG01,Non-nucleoside reverse transcriptase inhibitors,J
DB00238,Nevirapine,J05AR05,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR05,"Antivirals for treatment of HIV infections, combinations",J
DB00238,Nevirapine,J05AR07,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR07,"Antivirals for treatment of HIV infections, combinations",J
DB00239,Oxiconazole,D01AC11,D,Dermatologicals,D01,D01A,D01AC,D01AC11,Imidazole and triazole derivatives,D
DB00239,Oxiconazole,G01AF17,G,Genito-urinary system and sex hormones,G01,G01A,G01AF,G01AF17,Imidazole derivatives,G
DB00239,Oxiconazole,G01AF20,G,Genito-urinary system and sex hormones,G01,G01A,G01AF,G01AF20,Imidazole derivatives,G
DB00240,Alclometasone,D07AB10,D,Dermatologicals,D07,D07A,D07AB,D07AB10,"Corticosteroids, moderately potent (group II)",D
DB00240,Alclometasone,S01BA10,S,Sensory organs,S01,S01B,S01BA,S01BA10,"Corticosteroids, plain",S
DB00241,Butalbital,N05CB01,N,Nervous system,N05,N05C,N05CB,N05CB01,"Barbiturates, combinations",N
DB00242,Cladribine,L04AA40,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA40,Selective immunosuppressants,L
DB00242,Cladribine,L01BB04,L,Antineoplastic and immunomodulating agents,L01,L01B,L01BB,L01BB04,Purine analogues,L
DB00243,Ranolazine,C01EB18,C,Cardiovascular system,C01,C01E,C01EB,C01EB18,Other cardiac preparations,C
DB00244,Mesalazine,A07EC02,A,Alimentary tract and metabolism,A07,A07E,A07EC,A07EC02,Aminosalicylic acid and similar agents,A
DB00245,Benzatropine,N04AC01,N,Nervous system,N04,N04A,N04AC,N04AC01,Ethers of tropine or tropine derivatives,N
DB00246,Ziprasidone,N05AE04,N,Nervous system,N05,N05A,N05AE,N05AE04,Indole derivatives,N
DB00247,Methysergide,N02CA04,N,Nervous system,N02,N02C,N02CA,N02CA04,Ergot alkaloids,N
DB00248,Cabergoline,N04BC06,N,Nervous system,N04,N04B,N04BC,N04BC06,Dopamine agonists,N
DB00248,Cabergoline,G02CB03,G,Genito-urinary system and sex hormones,G02,G02C,G02CB,G02CB03,Prolactine inhibitors,G
DB00249,Idoxuridine,J05AB02,J,Antiinfectives for systemic use,J05,J05A,J05AB,J05AB02,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J
DB00249,Idoxuridine,D06BB01,D,Dermatologicals,D06,D06B,D06BB,D06BB01,Antivirals,D
DB00249,Idoxuridine,S01AD01,S,Sensory organs,S01,S01A,S01AD,S01AD01,Antivirals,S
DB00250,Dapsone,D10AX05,D,Dermatologicals,D10,D10A,D10AX,D10AX05,Other anti-acne preparations for topical use,D
DB00250,Dapsone,J04BA02,J,Antiinfectives for systemic use,J04,J04B,J04BA,J04BA02,Drugs for treatment of lepra,J
DB00251,Terconazole,G01AG02,G,Genito-urinary system and sex hormones,G01,G01A,G01AG,G01AG02,Triazole derivatives,G
DB00252,Phenytoin,N03AB02,N,Nervous system,N03,N03A,N03AB,N03AB02,Hydantoin derivatives,N
DB00252,Phenytoin,N03AB52,N,Nervous system,N03,N03A,N03AB,N03AB52,Hydantoin derivatives,N
DB00253,Medrysone,S01BA08,S,Sensory organs,S01,S01B,S01BA,S01BA08,"Corticosteroids, plain",S
DB00254,Doxycycline,J01AA02,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA02,Tetracyclines,J
DB00254,Doxycycline,A01AB22,A,Alimentary tract and metabolism,A01,A01A,A01AB,A01AB22,Antiinfectives and antiseptics for local oral treatment,A
DB00254,Doxycycline,J01AA20,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA20,Tetracyclines,J
DB00255,Diethylstilbestrol,L02AA04,L,Antineoplastic and immunomodulating agents,L02,L02A,L02AA,L02AA04,Estrogens,L
DB00255,Diethylstilbestrol,L02AA01,L,Antineoplastic and immunomodulating agents,L02,L02A,L02AA,L02AA01,Estrogens,L
DB00255,Diethylstilbestrol,G03CC05,G,Genito-urinary system and sex hormones,G03,G03C,G03CC,G03CC05,"Estrogens, combinations with other drugs",G
DB00255,Diethylstilbestrol,G03CB02,G,Genito-urinary system and sex hormones,G03,G03C,G03CB,G03CB02,"Synthetic estrogens, plain",G
DB00256,Lymecycline,J01AA04,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA04,Tetracyclines,J
DB00256,Lymecycline,J01AA20,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA20,Tetracyclines,J
DB00257,Clotrimazole,D01AC01,D,Dermatologicals,D01,D01A,D01AC,D01AC01,Imidazole and triazole derivatives,D
DB00257,Clotrimazole,A01AB18,A,Alimentary tract and metabolism,A01,A01A,A01AB,A01AB18,Antiinfectives and antiseptics for local oral treatment,A
DB00257,Clotrimazole,G01AF02,G,Genito-urinary system and sex hormones,G01,G01A,G01AF,G01AF02,Imidazole derivatives,G
DB00257,Clotrimazole,G01AF20,G,Genito-urinary system and sex hormones,G01,G01A,G01AF,G01AF20,Imidazole derivatives,G
DB00258,Calcium acetate,V03AE04,V,Various,V03,V03A,V03AE,V03AE04,Drugs for treatment of hyperkalemia and hyperphosphatemia,V
DB00258,Calcium acetate,A11GB01,A,Alimentary tract and metabolism,A11,A11G,A11GB,A11GB01,"Ascorbic acid (vitamin C), combinations",A
DB00258,Calcium acetate,V03AE07,V,Various,V03,V03A,V03AE,V03AE07,Drugs for treatment of hyperkalemia and hyperphosphatemia,V
DB00259,Sulfanilamide,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00259,Sulfanilamide,J01EB06,J,Antiinfectives for systemic use,J01,J01E,J01EB,J01EB06,Short-acting sulfonamides,J
DB00259,Sulfanilamide,D06BA05,D,Dermatologicals,D06,D06B,D06BA,D06BA05,Sulfonamides,D
DB00260,Cycloserine,J04AB01,J,Antiinfectives for systemic use,J04,J04A,J04AB,J04AB01,Antibiotics,J
DB00261,Anagrelide,L01XX35,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX35,Other antineoplastic agents,L
DB00262,Carmustine,L01AD01,L,Antineoplastic and immunomodulating agents,L01,L01A,L01AD,L01AD01,Nitrosoureas,L
DB00263,Sulfisoxazole,J01EB05,J,Antiinfectives for systemic use,J01,J01E,J01EB,J01EB05,Short-acting sulfonamides,J
DB00263,Sulfisoxazole,S01AB02,S,Sensory organs,S01,S01A,S01AB,S01AB02,Sulfonamides,S
DB00263,Sulfisoxazole,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00264,Metoprolol,C07FB02,C,Cardiovascular system,C07,C07F,C07FB,C07FB02,Beta blocking agents and calcium channel blockers,C
DB00264,Metoprolol,C07FX05,C,Cardiovascular system,C07,C07F,C07FX,C07FX05,"Beta blocking agents, other combinations",C
DB00264,Metoprolol,C07FX03,C,Cardiovascular system,C07,C07F,C07FX,C07FX03,"Beta blocking agents, other combinations",C
DB00264,Metoprolol,C07FB13,C,Cardiovascular system,C07,C07F,C07FB,C07FB13,Beta blocking agents and calcium channel blockers,C
DB00264,Metoprolol,C07AB02,C,Cardiovascular system,C07,C07A,C07AB,C07AB02,"Beta blocking agents, selective",C
DB00264,Metoprolol,C07BB52,C,Cardiovascular system,C07,C07B,C07BB,C07BB52,"Beta blocking agents, selective, and thiazides",C
DB00264,Metoprolol,C07CB02,C,Cardiovascular system,C07,C07C,C07CB,C07CB02,"Beta blocking agents, selective, and other diuretics",C
DB00264,Metoprolol,C07BB02,C,Cardiovascular system,C07,C07B,C07BB,C07BB02,"Beta blocking agents, selective, and thiazides",C
DB00266,Dicoumarol,B01AA01,B,Blood and blood forming organs,B01,B01A,B01AA,B01AA01,Vitamin K antagonists,B
DB00267,Cefmenoxime,J01DD05,J,Antiinfectives for systemic use,J01,J01D,J01DD,J01DD05,Third-generation cephalosporins,J
DB00268,Ropinirole,N04BC04,N,Nervous system,N04,N04B,N04BC,N04BC04,Dopamine agonists,N
DB00269,Chlorotrianisene,G03CA06,G,Genito-urinary system and sex hormones,G03,G03C,G03CA,G03CA06,"Natural and semisynthetic estrogens, plain",G
DB00270,Isradipine,C08CA03,C,Cardiovascular system,C08,C08C,C08CA,C08CA03,Dihydropyridine derivatives,C
DB00271,Diatrizoate,V08AA01,V,Various,V08,V08A,V08AA,V08AA01,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",V
DB00272,Betazole,V04CG02,V,Various,V04,V04C,V04CG,V04CG02,Tests for gastric secretion,V
DB00273,Topiramate,N03AX11,N,Nervous system,N03,N03A,N03AX,N03AX11,Other antiepileptics,N
DB00274,Cefmetazole,J01DC09,J,Antiinfectives for systemic use,J01,J01D,J01DC,J01DC09,Second-generation cephalosporins,J
DB00275,Olmesartan,C09DA08,C,Cardiovascular system,C09,C09D,C09DA,C09DA08,Angiotensin II receptor blockers (ARBs) and diuretics,C
DB00275,Olmesartan,C09DX03,C,Cardiovascular system,C09,C09D,C09DX,C09DX03,"Angiotensin II receptor blockers (ARBs), other combinations",C
DB00275,Olmesartan,C09CA08,C,Cardiovascular system,C09,C09C,C09CA,C09CA08,"Angiotensin II receptor blockers (ARBs), plain",C
DB00275,Olmesartan,C09DB02,C,Cardiovascular system,C09,C09D,C09DB,C09DB02,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C
DB00276,Amsacrine,L01XX01,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX01,Other antineoplastic agents,L
DB00277,Theophylline,R03DA54,R,Respiratory system,R03,R03D,R03DA,R03DA54,Xanthines,R
DB00277,Theophylline,R03DA74,R,Respiratory system,R03,R03D,R03DA,R03DA74,Xanthines,R
DB00277,Theophylline,R03DA20,R,Respiratory system,R03,R03D,R03DA,R03DA20,Xanthines,R
DB00277,Theophylline,R03DA04,R,Respiratory system,R03,R03D,R03DA,R03DA04,Xanthines,R
DB00277,Theophylline,R03DB04,R,Respiratory system,R03,R03D,R03DB,R03DB04,Xanthines and adrenergics,R
DB00278,Argatroban,B01AE03,B,Blood and blood forming organs,B01,B01A,B01AE,B01AE03,Direct thrombin inhibitors,B
DB00279,Liothyronine,H03AA03,H,Systemic hormonal preparations,H03,H03A,H03AA,H03AA03,Thyroid hormones,H
DB00279,Liothyronine,H03AA02,H,Systemic hormonal preparations,H03,H03A,H03AA,H03AA02,Thyroid hormones,H
DB00280,Disopyramide,C01BA03,C,Cardiovascular system,C01,C01B,C01BA,C01BA03,"Antiarrhythmics, class Ia",C
DB00281,Lidocaine,S01HA07,S,Sensory organs,S01,S01H,S01HA,S01HA07,Local anesthetics,S
DB00281,Lidocaine,D04AB01,D,Dermatologicals,D04,D04A,D04AB,D04AB01,Anesthetics for topical use,D
DB00281,Lidocaine,S02DA01,S,Sensory organs,S02,S02D,S02DA,S02DA01,Analgesics and anesthetics,S
DB00281,Lidocaine,C01BB01,C,Cardiovascular system,C01,C01B,C01BB,C01BB01,"Antiarrhythmics, class Ib",C
DB00281,Lidocaine,R02AD02,R,Respiratory system,R02,R02A,R02AD,R02AD02,"Anesthetics, local",R
DB00281,Lidocaine,N01BB52,N,Nervous system,N01,N01B,N01BB,N01BB52,Amides,N
DB00281,Lidocaine,C05AD01,C,Cardiovascular system,C05,C05A,C05AD,C05AD01,Local anesthetics,C
DB00281,Lidocaine,N01BB02,N,Nervous system,N01,N01B,N01BB,N01BB02,Amides,N
DB00282,Pamidronic acid,M05BA03,M,Musculo-skeletal system,M05,M05B,M05BA,M05BA03,Bisphosphonates,M
DB00283,Clemastine,D04AA14,D,Dermatologicals,D04,D04A,D04AA,D04AA14,Antihistamines for topical use,D
DB00283,Clemastine,R06AA54,R,Respiratory system,R06,R06A,R06AA,R06AA54,Aminoalkyl ethers,R
DB00283,Clemastine,R06AA04,R,Respiratory system,R06,R06A,R06AA,R06AA04,Aminoalkyl ethers,R
DB00284,Acarbose,A10BD17,A,Alimentary tract and metabolism,A10,A10B,A10BD,A10BD17,Combinations of oral blood glucose lowering drugs,A
DB00284,Acarbose,A10BF01,A,Alimentary tract and metabolism,A10,A10B,A10BF,A10BF01,Alpha glucosidase inhibitors,A
DB00285,Venlafaxine,N06AX16,N,Nervous system,N06,N06A,N06AX,N06AX16,Other antidepressants,N
DB00286,Conjugated estrogens,G03CA57,G,Genito-urinary system and sex hormones,G03,G03C,G03CA,G03CA57,"Natural and semisynthetic estrogens, plain",G
DB00286,Conjugated estrogens,G03CC07,G,Genito-urinary system and sex hormones,G03,G03C,G03CC,G03CC07,"Estrogens, combinations with other drugs",G
DB00287,Travoprost,S01EE04,S,Sensory organs,S01,S01E,S01EE,S01EE04,Prostaglandin analogues,S
DB00288,Amcinonide,D07AC11,D,Dermatologicals,D07,D07A,D07AC,D07AC11,"Corticosteroids, potent (group III)",D
DB00289,Atomoxetine,N06BA09,N,Nervous system,N06,N06B,N06BA,N06BA09,Centrally acting sympathomimetics,N
DB00290,Bleomycin,L01DC01,L,Antineoplastic and immunomodulating agents,L01,L01D,L01DC,L01DC01,Other cytotoxic antibiotics,L
DB00291,Chlorambucil,L01AA02,L,Antineoplastic and immunomodulating agents,L01,L01A,L01AA,L01AA02,Nitrogen mustard analogues,L
DB00292,Etomidate,N01AX07,N,Nervous system,N01,N01A,N01AX,N01AX07,Other general anesthetics,N
DB00293,Raltitrexed,L01BA03,L,Antineoplastic and immunomodulating agents,L01,L01B,L01BA,L01BA03,Folic acid analogues,L
DB00294,Etonogestrel,G03AC08,G,Genito-urinary system and sex hormones,G03,G03A,G03AC,G03AC08,Progestogens,G
DB00295,Morphine,A07DA52,A,Alimentary tract and metabolism,A07,A07D,A07DA,A07DA52,Antipropulsives,A
DB00295,Morphine,N02AA51,N,Nervous system,N02,N02A,N02AA,N02AA51,Natural opium alkaloids,N
