drug_id,name,atc_codes,target_genes,enzyme_genes,transporter_genes,all_genes,num_targets,num_enzymes,num_transporters,num_total_genes
DB00312,Pentobarbital,"['N05CB01', 'N05CA01']","['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'CHRNA4', 'CHRNA7', 'GRIA2', 'GRIK2', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'NR1I2']","['CYP3A4', 'CYP2C19', 'CYP2A6']",[],"['GRIN3A', 'GABRA6', 'GABRG1', 'GRIN2C', 'GABRB2', 'GABRB3', 'GABRE', 'GABRA1', 'GABRA2', 'GRIN2B', 'GABRG2', 'NR1I2', 'GABRQ', 'CYP2C19', 'CHRNA7', 'GRIN2A', 'GABRA5', 'GRIA2', 'GRIK2', 'GABRA4', 'CYP2A6', 'GRIN2D', 'GABRD', 'CYP3A4', 'CHRNA4', 'GABRA3', 'GRIN3B', 'GABRG3', 'GRIN1', 'GABRP', 'GABRB1']",34,3,0,31
DB00313,Valproic Acid,['N03AG01'],"['ACADSB', 'HDAC9', 'OGDH', 'ALDH5A1', 'SCN1A', 'SCN10A', 'SCN11A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN7A', 'SCN8A', 'SCN9A', 'SCN1B', 'SCN2B', 'SCN3B', 'SCN4B', 'HDAC2', 'PPARA', 'PPARD', 'PPARG']","['CYP2A6', 'CYP2B6', 'CYP2C9', 'CYP3A5', 'PTGS1', 'CYP1A2', 'CYP2C18', 'CYP2C19', 'CYP2C8', 'CYP3A4', 'UGT1A4', 'UGT1A8', 'UGT1A10', 'UGT1A6', 'UGT1A3', 'UGT2B7', 'UGT2B15', 'UGT1A9', 'UGT1A1']","['SLC22A6', 'SLC22A5', 'SLC22A8', 'SLC16A1', 'SLC22A7', 'SLCO2B1']","['HDAC9', 'ALDH5A1', 'SCN1B', 'SCN2B', 'CYP2C9', 'OGDH', 'UGT1A10', 'CYP2B6', 'ACADSB', 'UGT1A8', 'SCN10A', 'UGT1A6', 'PPARD', 'SLC16A1', 'SCN8A', 'CYP2C19', 'SCN4A', 'CYP2C18', 'UGT2B15', 'SLC22A7', 'UGT2B7', 'CYP2A6', 'SLCO2B1', 'HDAC2', 'UGT1A9', 'PPARG', 'CYP2C8', 'SLC22A8', 'SCN5A', 'SCN2A', 'SCN1A', 'SCN4B', 'PPARA', 'PTGS1', 'CYP3A4', 'UGT1A1', 'SLC22A5', 'UGT1A4', 'SCN3B', 'CYP3A5', 'SCN9A', 'SLC22A6', 'CYP1A2', 'SCN3A', 'SCN11A', 'SCN7A', 'UGT1A3']",22,19,6,47
DB00315,Zolmitriptan,['N02CC03'],"['HTR1B', 'HTR1D', 'HTR1F', 'HTR1A']","['CYP1A2', 'MAOA']",[],"['HTR1D', 'HTR1F', 'HTR1A', 'HTR1B', 'CYP1A2', 'MAOA']",4,2,0,6
DB00316,Acetaminophen,"['N02BE71', 'N02BE01', 'N02AJ13', 'N02AJ17', 'N02BE51', 'N02AJ06', 'N02AJ01']","['PTGS2', 'PTGS1', 'FAAH', 'TRPV1', 'GSTP1']","['CYP2E1', 'CYP1A2', 'CYP3A4', 'CYP2D6', 'CYP2A6', 'UGT1A1', 'UGT1A6', 'UGT1A9', 'UGT2B15', 'SULT1A1', 'SULT1A3', 'NAT2']",['ABCB1'],"['UGT1A1', 'FAAH', 'ABCB1', 'GSTP1', 'NAT2', 'TRPV1', 'CYP2A6', 'CYP1A2', 'SULT1A3', 'UGT1A6', 'PTGS2', 'CYP2E1', 'UGT1A9', 'CYP2D6', 'UGT2B15', 'SULT1A1', 'CYP3A4', 'PTGS1']",5,12,1,18
DB00317,Gefitinib,['L01XE02'],['EGFR'],"['CYP3A4', 'CYP2D6', 'CYP3A5', 'CYP1A1', 'CYP2C9', 'CYP2C19']","['ABCB1', 'ABCG2']","['EGFR', 'ABCG2', 'CYP3A5', 'CYP2C9', 'CYP1A1', 'CYP2C19', 'CYP2D6', 'CYP3A4', 'ABCB1']",1,6,2,9
DB00318,Codeine,"['N02AA79', 'R05DA04', 'N02AA59', 'N02AJ08', 'N02AJ06', 'N02AJ07']","['OPRM1', 'OPRK1', 'OPRD1']","['CYP2D6', 'CYP3A4', 'UGT2B7', 'UGT2B4']",['SLC22A1'],"['UGT2B4', 'OPRK1', 'UGT2B7', 'OPRD1', 'SLC22A1', 'CYP2D6', 'OPRM1', 'CYP3A4']",3,4,1,8
DB00319,Piperacillin,"['J01CR50', 'J01CA12']","['pbp3', 'penA', 'pbp2a', 'pbp1b']",[],"['SLC22A6', 'SLC22A8']","['pbp3', 'pbp2a', 'SLC22A8', 'SLC22A6', 'pbp1b', 'penA']",4,0,2,6
DB00320,Dihydroergotamine,"['N02CA51', 'N02CA01']","['HTR1D', 'HTR1B', 'ADRA2A', 'HTR2B']",['CYP3A4'],['ABCB1'],"['HTR1D', 'HTR2B', 'HTR1B', 'ADRA2A', 'CYP3A4', 'ABCB1']",4,1,1,6
DB00321,Amitriptyline,"['N06AA09', 'N06CA01']","['SLC6A2', 'SLC6A4', 'HTR2A', 'HTR1A', 'OPRD1', 'OPRK1', 'NTRK1', 'NTRK2', 'ADRA1A', 'ADRA1D', 'ADRA2A', 'HRH1', 'KCNQ2', 'KCNA1', 'HRH2', 'HRH4', 'SIGMAR1', 'HTR2C', 'ADRA1B', 'HTR7', 'HTR1D', 'OPRM1', 'HTR1B', 'HTR6', 'KCNQ3', 'Htr2c', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['CYP2D6', 'CYP1A2', 'CYP2C19', 'CYP2C9', 'CYP3A4', 'CYP3A5', 'CYP2B6', 'CYP2C8', 'UGT1A1']",['ABCB1'],"['ADRA1B', 'KCNQ3', 'ADRA1A', 'Htr2c', 'CYP2C9', 'HRH4', 'CYP2D6', 'OPRM1', 'HTR1D', 'CYP2B6', 'HTR2A', 'KCNQ2', 'CHRM2', 'HTR1A', 'SLC6A4', 'NTRK1', 'HRH1', 'HRH2', 'HTR2C', 'HTR7', 'SIGMAR1', 'OPRD1', 'ADRA1D', 'CHRM1', 'CHRM3', 'CHRM4', 'CYP2C19', 'NTRK2', 'ABCB1', 'CYP2C8', 'KCNA1', 'CYP3A4', 'UGT1A1', 'OPRK1', 'CYP3A5', 'HTR1B', 'CYP1A2', 'HTR6', 'SLC6A2', 'ADRA2A', 'CHRM5']",31,9,1,41
DB00322,Floxuridine,['L01BC09'],['TYMS'],"['TYMP', 'CYP2C9']",[],"['TYMP', 'CYP2C9', 'TYMS']",1,2,0,3
DB00323,Tolcapone,['N04BX01'],['COMT'],['CYP2C9'],[],"['COMT', 'CYP2C9']",1,1,0,2
DB00324,Fluorometholone,"['D07XB04', 'D07AB06', 'S01BA07', 'S01BB03', 'C05AA06', 'D07CB03', 'S01CB05', 'S01CA07', 'D10AA01']",['NR3C1'],['CYP3A4'],[],"['NR3C1', 'CYP3A4']",1,1,0,2
DB00325,Nitroprusside,['C02DD01'],['NPR1'],['CYP1A1'],[],"['CYP1A1', 'NPR1']",1,1,0,2
DB00327,Hydromorphone,"['N02AA53', 'N02AA03', 'N02AG04']","['OPRM1', 'OPRD1', 'OPRK1']","['CYP3A4', 'CYP2C9', 'UGT1A3', 'UGT2B7']",[],"['OPRK1', 'UGT2B7', 'CYP2C9', 'OPRD1', 'OPRM1', 'CYP3A4', 'UGT1A3']",3,4,0,7
DB00328,Indometacin,"['S01CC02', 'M01AB51', 'S01BC01', 'M02AA23', 'M01AB01', 'C01EB03']","['PTGS1', 'PTGS2', 'PLA2G2A', 'PTGR2', 'PPARG', 'GLO1', 'PTGDR2', 'PPARA', 'AKR1C3']","['CYP2C19', 'CYP2C9', 'CES1', 'UGT1A9', 'UGT1A1', 'UGT2B7']","['ABCC3', 'ABCC4', 'ABCC6', 'ABCB1', 'ABCC1', 'SLCO1A2', 'SLC22A6', 'SLC22A8', 'ABCC2', 'ABCC11', 'SLC22A11', 'SLC10A1', 'SLC22A7', 'SLCO1B1', 'ABCB11']","['CES1', 'SLCO1A2', 'CYP2C9', 'PLA2G2A', 'ABCC6', 'ABCC3', 'ABCB11', 'CYP2C19', 'ABCC11', 'ABCB1', 'SLC22A7', 'UGT2B7', 'PTGR2', 'UGT1A9', 'GLO1', 'PPARG', 'SLC22A8', 'ABCC2', 'ABCC4', 'ABCC1', 'PTGS1', 'PPARA', 'UGT1A1', 'AKR1C3', 'SLC22A11', 'SLC10A1', 'SLC22A6', 'SLCO1B1', 'PTGDR2', 'PTGS2']",9,6,15,30
DB00330,Ethambutol,"['J04AK02', 'J04AM03', 'J04AM06', 'J04AM07']","['embC', 'embB', 'embA']",[],[],"['embC', 'embB', 'embA']",3,0,0,3
DB00331,Metformin,"['A10BD23', 'A10BD02', 'A10BD18', 'A10BD11', 'A10BD25', 'A10BA02', 'A10BD22', 'A10BD14', 'A10BD16', 'A10BD17', 'A10BD05', 'A10BD15', 'A10BD07', 'A10BD10', 'A10BD13', 'A10BD20', 'A10BD08', 'A10BD03']","['PRKAB1', 'GPD1']",[],"['SLC22A1', 'SLC22A2', 'SLC22A3', 'SLC47A1', 'SLC29A4', 'SLC47A2']","['SLC22A3', 'GPD1', 'SLC47A1', 'SLC22A1', 'SLC22A2', 'PRKAB1', 'SLC29A4', 'SLC47A2']",2,0,6,8
DB00332,Ipratropium,"['R03BB01', 'R01AX03', 'R03AL01', 'R03AL02']","['CHRM1', 'CHRM2', 'CHRM3']",[],"['SLC22A5', 'SLC22A4']","['SLC22A4', 'CHRM2', 'CHRM1', 'CHRM3', 'SLC22A5']",3,0,2,5
DB00333,Methadone,"['N07BC02', 'N02AC52']","['OPRM1', 'GRIN3A', 'CHRNA10', 'OPRD1', 'HTR3A', 'LY96', 'ORM2']","['CYP3A4', 'CYP2C19', 'CYP3A5', 'CYP3A7', 'CYP2D6', 'CYP2B6', 'CYP2C8', 'CYP19A1', 'CYP1A2', 'CYP2C18', 'CYP2C9']",['ABCB1'],"['GRIN3A', 'CYP2C9', 'CYP2D6', 'OPRM1', 'LY96', 'CYP3A7', 'CYP2B6', 'ORM2', 'CYP19A1', 'OPRD1', 'CYP2C19', 'CYP2C18', 'CHRNA10', 'HTR3A', 'ABCB1', 'CYP2C8', 'CYP3A4', 'CYP3A5', 'CYP1A2']",7,11,1,19
DB00334,Olanzapine,['N05AH03'],"['HTR2A', 'DRD2', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'HTR2C', 'HTR3A', 'HTR6', 'HRH1', 'ADRA1A', 'ADRA1B', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'DRD1', 'DRD5', 'ADRB1', 'ADRB2', 'ADRB3', 'HTR1A', 'HTR1B', 'HTR1D', 'HTR1E', 'HTR1F', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRG1', 'GABRG2', 'GABRG3']","['CYP1A2', 'CYP2D6', 'FMO3', 'CYP2C19', 'CYP3A4', 'CYP2C9', 'UGT1A4']",['ABCB1'],"['ADRA1B', 'GABRA6', 'ADRA1A', 'GABRG1', 'DRD4', 'CYP2C9', 'CYP2D6', 'GABRA1', 'HTR1D', 'HTR1F', 'GABRA2', 'HTR2A', 'CHRM2', 'HTR1A', 'GABRG2', 'DRD2', 'HTR2C', 'HRH1', 'CHRM1', 'CHRM3', 'DRD3', 'CYP2C19', 'CHRM4', 'HTR3A', 'ABCB1', 'GABRA5', 'FMO3', 'ADRB2', 'GABRA4', 'ADRB3', 'DRD1', 'CYP3A4', 'HTR1E', 'GABRA3', 'GABRG3', 'UGT1A4', 'HTR1B', 'ADRB1', 'CYP1A2', 'HTR6', 'DRD5']",35,7,1,41
DB00335,Atenolol,"['C07CB53', 'C07AB03', 'C07FB03', 'C07DB01', 'C07BB03', 'C07CB03']","['ADRB1', 'ADRB2']",['CYP2D6'],['ABCB11'],"['CYP2D6', 'ADRB2', 'ABCB11', 'ADRB1']",2,1,1,4
DB00336,Nitrofural,"['D08AF01', 'S02AA02', 'B05CA03', 'S01AX04', 'D09AA03', 'P01CC02']","['poxB', 'gor', 'mdh', 'citC']",['XDH'],[],"['poxB', 'mdh', 'gor', 'XDH', 'citC']",4,1,0,5
DB00337,Pimecrolimus,['D11AH02'],"['MTOR', 'FKBP1A']",['CYP3A4'],[],"['FKBP1A', 'CYP3A4', 'MTOR']",2,1,0,3
DB00338,Omeprazole,"['A02BC01', 'A02BD05', 'A02BD01']","['ATP4A', 'AHR']","['CYP1A1', 'CYP1A2', 'CYP1B1', 'CYP2C8', 'CYP2C9', 'CYP2C18', 'CYP2D6', 'CYP3A4', 'CYP2C19']","['ABCG2', 'ABCC3', 'ABCB1']","['ABCC3', 'AHR', 'ABCG2', 'CYP2C9', 'CYP1A2', 'CYP1A1', 'CYP2D6', 'CYP2C19', 'CYP1B1', 'CYP2C18', 'CYP2C8', 'ATP4A', 'CYP3A4', 'ABCB1']",2,9,3,14
DB00339,Pyrazinamide,"['J04AK01', 'J04AM06', 'J04AM05']",[],"['XDH', 'AOX1', 'CYP3A4']",[],"['XDH', 'CYP3A4', 'AOX1']",0,3,0,3
DB00340,Metixene,['N04AA03'],"['CHRM1', 'CHRM4', 'CHRM5', 'CHRM2', 'CHRM3']",[],[],"['CHRM2', 'CHRM1', 'CHRM3', 'CHRM5', 'CHRM4']",5,0,0,5
DB00341,Cetirizine,['R06AE07'],['HRH1'],[],['ABCB1'],"['HRH1', 'ABCB1']",1,0,1,2
DB00342,Terfenadine,['R06AX12'],"['HRH1', 'KCNH2', 'CHRM3', 'CHRM1', 'CHRM5', 'CHRM4', 'CHRM2']","['CYP3A4', 'CYP3A7', 'CYP2D6', 'CYP3A5', 'CYP2C8', 'CYP2J2']","['ABCB1', 'ABCB11']","['CYP3A7', 'CYP2C8', 'ABCB11', 'KCNH2', 'CHRM2', 'CYP2J2', 'CYP3A5', 'HRH1', 'CHRM1', 'CHRM3', 'CYP2D6', 'CHRM5', 'CHRM4', 'CYP3A4', 'ABCB1']",7,6,2,15
DB00343,Diltiazem,"['C08DB01', 'C05AE03']","['CACNG1', 'CACNA1C']","['CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP2C19', 'CYP2D6', 'CYP2C8']",['ABCB1'],"['CYP3A7', 'CACNA1C', 'CYP3A5', 'CACNG1', 'CYP2C19', 'CYP2D6', 'CYP2C8', 'CYP3A4', 'ABCB1']",2,6,1,9
DB00344,Protriptyline,['N06AA11'],"['SLC6A2', 'SLC6A4']",['CYP2D6'],['ABCB1'],"['CYP2D6', 'SLC6A4', 'SLC6A2', 'ABCB1']",2,1,1,4
DB00345,Aminohippuric acid,['V04CH30'],[],[],"['SLC22A2', 'SLC22A5', 'SLC22A6', 'SLC22A8', 'ABCC2', 'SLC22A4', 'SLC22A11', 'SLCO3A1', 'SLCO1B1', 'ABCC1', 'SLCO1A2', 'SLC16A1', 'SLC22A7']","['SLC22A7', 'SLC22A4', 'SLC22A11', 'SLCO1A2', 'SLCO3A1', 'SLC22A6', 'SLCO1B1', 'SLC16A1', 'SLC22A8', 'ABCC2', 'SLC22A2', 'ABCC1', 'SLC22A5']",0,0,13,13
DB00346,Alfuzosin,"['G04CA01', 'G04CA51']","['ADRA1A', 'ADRA1B', 'ADRA1D', 'KCNH2']",['CYP3A4'],[],"['ADRA1B', 'ADRA1A', 'KCNH2', 'ADRA1D', 'CYP3A4']",4,1,0,5
DB00347,Trimethadione,['N03AC02'],['CACNA1G'],"['CYP2E1', 'CYP3A4', 'CYP2C8', 'CYP2C9', 'CYP2C19']",[],"['CYP2C9', 'CYP2E1', 'CYP2C19', 'CYP2C8', 'CYP3A4', 'CACNA1G']",1,5,0,6
DB00348,Nitisinone,['A16AX04'],['HPD'],[],[],['HPD'],1,0,0,1
DB00349,Clobazam,['N05BA09'],"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['CYP3A4', 'CYP2C19', 'CYP2B6', 'CYP2C18', 'CYP2D6']","['SLC6A1', 'SLC6A11', 'ABCB1']","['GABRA6', 'GABRG1', 'GABRB2', 'GABRB3', 'CYP2D6', 'GABRE', 'GABRA1', 'GABRA2', 'CYP2B6', 'GABRG2', 'GABRQ', 'CYP2C19', 'CYP2C18', 'ABCB1', 'GABRA5', 'GABRA4', 'SLC6A1', 'GABRD', 'CYP3A4', 'GABRA3', 'GABRG3', 'SLC6A11', 'GABRP', 'GABRB1']",16,5,3,24
DB00350,Minoxidil,"['D11AX01', 'C02DC01']","['KCNJ1', 'PTGS1', 'REN']",['UGT1A1'],[],"['UGT1A1', 'KCNJ1', 'REN', 'PTGS1']",3,1,0,4
DB00351,Megestrol acetate,"['G03FB04', 'G03DB02', 'G03FA08', 'G03AC05', 'L02AB01', 'G03AA04', 'G03AB01']","['PGR', 'NR3C1']",['CYP3A4'],['ABCB1'],"['PGR', 'NR3C1', 'CYP3A4', 'ABCB1']",2,1,1,4
DB00352,Tioguanine,['L01BB03'],[],['HPRT1'],['ABCC4'],"['ABCC4', 'HPRT1']",0,1,1,2
DB00353,Methylergometrine,"['G02AC01', 'G02AB01']","['DRD1', 'HTR2B']",['CYP3A4'],[],"['DRD1', 'HTR2B', 'CYP3A4']",2,1,0,3
DB00354,Buclizine,"['R06AE51', 'R06AE01']","['HRH1', 'CHRM1']",[],[],"['HRH1', 'CHRM1']",2,0,0,2
DB00355,Aztreonam,['J01DF01'],"['pbpC', 'ampC']",[],[],"['ampC', 'pbpC']",2,0,0,2
DB00356,Chlorzoxazone,"['M03BB03', 'M03BB53', 'M03BB73']",['KCNMA1'],"['CYP2E1', 'CYP1A1', 'CYP1A2', 'CYP2A6', 'CYP3A4', 'CYP2D6']",[],"['KCNMA1', 'CYP2A6', 'CYP1A2', 'CYP1A1', 'CYP2E1', 'CYP2D6', 'CYP3A4']",1,6,0,7
DB00357,Aminoglutethimide,['L02BG01'],"['CYP19A1', 'CYP11A1']","['CYP3A4', 'CYP2C19']",[],"['CYP3A4', 'CYP19A1', 'CYP11A1', 'CYP2C19']",2,2,0,4
DB00358,Mefloquine,"['P01BF02', 'P01BC02']","['HBA1', 'ADORA2A']","['CYP3A4', 'BCHE', 'CYP19A1', 'CYP2D6', 'ACHE']",['ABCB1'],"['ACHE', 'BCHE', 'CYP19A1', 'ADORA2A', 'CYP2D6', 'CYP3A4', 'HBA1', 'ABCB1']",2,5,1,8
DB00359,Sulfadiazine,"['J01EE06', 'J01EC02', 'G01AE10', 'J01EE02']",[],"['CYP2C9', 'CYP2C8', 'CYP2E1', 'CYP3A4']",[],"['CYP3A4', 'CYP2C8', 'CYP2C9', 'CYP2E1']",0,4,0,4
DB00360,Sapropterin,['A16AX07'],"['PAH', 'NOS3', 'TH', 'TPH1']",['PTGS2'],[],"['TPH1', 'PAH', 'PTGS2', 'NOS3', 'TH']",4,1,0,5
DB00361,Vinorelbine,['L01CA04'],['TUBB'],"['CYP3A4', 'CYP2D6']",['ABCB1'],"['CYP2D6', 'TUBB', 'CYP3A4', 'ABCB1']",1,2,1,4
DB00362,Anidulafungin,['J02AX06'],['fksA'],[],[],['fksA'],1,0,0,1
DB00363,Clozapine,['N05AH02'],"['DRD2', 'HTR2A', 'DRD1', 'DRD3', 'DRD4', 'HTR1A', 'HTR1B', 'HTR1D', 'HTR1E', 'HTR2C', 'HTR3A', 'HTR6', 'HTR7', 'HRH1', 'HRH4', 'ADRA1A', 'ADRA1B', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'CALY', 'GSTP1']","['CYP1A2', 'CYP2D6', 'CYP2C9', 'CYP3A4', 'CYP2C19', 'CYP2A6', 'CYP2C8', 'FMO3', 'UGT1A4', 'CYP2E1', 'CYP1A1', 'CYP1B1']",['ABCB1'],"['ADRA1B', 'ADRA1A', 'DRD4', 'CYP2C9', 'HRH4', 'CYP1A1', 'CYP2D6', 'HTR1D', 'HTR2A', 'CHRM2', 'GSTP1', 'HTR1A', 'DRD2', 'HTR2C', 'HTR7', 'HRH1', 'CHRM1', 'CHRM3', 'DRD3', 'CYP2C19', 'CHRM4', 'HTR3A', 'ABCB1', 'FMO3', 'ADRA2C', 'CYP2A6', 'CYP2E1', 'CYP1B1', 'DRD1', 'CYP2C8', 'CYP3A4', 'HTR1E', 'ADRA2B', 'UGT1A4', 'HTR1B', 'CYP1A2', 'HTR6', 'ADRA2A', 'CALY', 'CHRM5']",27,12,1,40
DB00364,Sucralfate,['A02BX02'],"['FGF2', 'EGF', 'FGA', 'FGB', 'FGG']",[],[],"['FGB', 'FGG', 'FGA', 'FGF2', 'EGF']",5,0,0,5
DB00365,Grepafloxacin,['J01MA11'],"['gyrA', 'parC']","['CYP1A2', 'CYP3A4']","['ABCB1', 'ABCC1', 'SLC22A6', 'SLC22A2', 'SLC22A5', 'ABCC2']","['gyrA', 'SLC22A5', 'SLC22A6', 'CYP1A2', 'parC', 'ABCC2', 'SLC22A2', 'CYP3A4', 'ABCC1', 'ABCB1']",2,2,6,10
DB00366,Doxylamine,"['R06AA09', 'R06AA59']","['HRH1', 'CHRM1', 'NR1I3']",['CYP2B'],[],"['HRH1', 'NR1I3', 'CHRM1', 'CYP2B']",3,1,0,4
DB00367,Levonorgestrel,"['G03AB03', 'G03AD01', 'G03AC03', 'G03FB09', 'G03AA07', 'G03FA11']","['PGR', 'SRD5A1', 'ESR1', 'AR', 'SHBG']","['CYP3A4', 'CYP19A1']",[],"['SRD5A1', 'ESR1', 'AR', 'CYP19A1', 'CYP3A4', 'PGR', 'SHBG']",5,2,0,7
DB00368,Norepinephrine,['C01CA03'],"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3', 'PAH', 'SLC18A2', 'SLC18A1']",[],"['SLC6A2', 'SLC22A2', 'SLC22A3', 'SLC22A5', 'SLC22A1', 'POU5F1']","['ADRA1B', 'SLC22A3', 'SLC22A1', 'ADRA1A', 'SLC18A2', 'ADRA2B', 'ADRA2C', 'ADRB2', 'ADRB1', 'SLC18A1', 'ADRB3', 'ADRA2A', 'PAH', 'SLC6A2', 'ADRA1D', 'SLC22A2', 'POU5F1', 'SLC22A5']",12,0,6,18
DB00369,Cidofovir,['J05AB12'],['UL54'],['TYMP'],['SLC22A6'],"['SLC22A6', 'TYMP', 'UL54']",1,1,1,3
DB00370,Mirtazapine,['N06AX11'],"['HTR2A', 'ADRA2A', 'HTR2C', 'OPRK1', 'HRH1', 'ADRA1A', 'ADRA1B', 'ADRA1D']","['CYP3A4', 'CYP2D6', 'CYP1A2']",['SLC6A4'],"['ADRA1B', 'HTR2A', 'ADRA1A', 'OPRK1', 'SLC6A4', 'HTR2C', 'HRH1', 'CYP1A2', 'ADRA2A', 'ADRA1D', 'CYP2D6', 'CYP3A4']",8,3,1,12
DB00371,Meprobamate,"['N05BC51', 'N05CX01', 'N05BC01']","['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['CYP2C19', 'CYP2E1']",[],"['GABRA3', 'GABRA5', 'GABRA2', 'GABRA6', 'GABRG1', 'GABRG3', 'GABRP', 'GABRA4', 'GABRB1', 'GABRG2', 'GABRB2', 'GABRB3', 'GABRE', 'GABRQ', 'CYP2C19', 'CYP2E1', 'GABRD', 'GABRA1']",22,2,0,18
DB00372,Thiethylperazine,['R06AD03'],"['DRD2', 'DRD1', 'DRD4']",[],[],"['DRD1', 'DRD4', 'DRD2']",3,0,0,3
DB00373,Timolol,"['C07AA06', 'S01ED51', 'C07BA06', 'C07DA06', 'S01ED01']","['ADRB1', 'ADRB2', 'E']","['CYP2D6', 'CYP2C19']",['ABCB1'],"['ADRB2', 'E', 'ADRB1', 'CYP2C19', 'CYP2D6', 'ABCB1']",3,2,1,6
DB00374,Treprostinil,['B01AC21'],"['PTGIR', 'PPARD', 'P2RY12']",['CYP2C9'],[],"['PTGIR', 'CYP2C9', 'PPARD', 'P2RY12']",3,1,0,4
DB00376,Trihexyphenidyl,['N04AA01'],"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']",[],[],"['CHRM2', 'CHRM1', 'CHRM3', 'CHRM5', 'CHRM4']",5,0,0,5
DB00377,Palonosetron,"['A04AA55', 'A04AA05']",['HTR3A'],"['CYP2D6', 'CYP3A4', 'CYP1A2']",[],"['CYP2D6', 'CYP1A2', 'CYP3A4', 'HTR3A']",1,3,0,4
DB00378,Dydrogesterone,"['G03FA14', 'G03DB01', 'G03FB08']",['PGR'],['CYP3A4'],[],"['PGR', 'CYP3A4']",1,1,0,2
DB00379,Mexiletine,['C01BB02'],"['SCN5A', 'AHR']","['CYP1A2', 'CYP2D6', 'CYP2B6', 'CYP2E1', 'CYP3A4']",[],"['CYP2B6', 'AHR', 'CYP1A2', 'CYP2E1', 'CYP2D6', 'SCN5A', 'CYP3A4']",2,5,0,7
DB00380,Dexrazoxane,['V03AF02'],"['TOP2A', 'TOP2B']",[],[],"['TOP2A', 'TOP2B']",2,0,0,2
DB00381,Amlodipine,"['C09XA54', 'C10BX07', 'C09BB03', 'C09BB04', 'C07FB07', 'C09DB06', 'C07FB12', 'C09DB05', 'C09XA53', 'C10BX03', 'C07FB13', 'C08CA01', 'C09BX03', 'C09DB04', 'C09DX03', 'C08GA02', 'C09DB07', 'C09DX06', 'C09BX01', 'C10BX11', 'C09DB02', 'C10BX09', 'C09DX01', 'C09DB01', 'C10BX14', 'C09BB07']","['CACNA1C', 'CACNA1B', 'CACNB1', 'CACNA2D3', 'CA1', 'SMPD1', 'CACNG1', 'CACNA2D1', 'CACNA2D2', 'CACNA2D3', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNB1', 'CACNB2', 'CACNB3', 'CACNB4', 'CACNA1B', 'CACNA1A', 'CACNA1G', 'CACNA1H', 'CACNA1I', 'CACNA1I']","['CYP3A4', 'CYP1A1', 'CYP2B6', 'CYP3A5', 'CYP2C8', 'CYP2D6']",['ABCB1'],"['CACNG1', 'CACNA1A', 'CYP1A1', 'CYP2D6', 'CACNA1S', 'CACNA1I', 'CYP2B6', 'CA1', 'CACNA2D1', 'CACNA1H', 'CACNB1', 'CACNB2', 'CACNA1G', 'CACNA2D2', 'CACNB4', 'ABCB1', 'SMPD1', 'CACNA1B', 'CACNA2D3', 'CYP2C8', 'CYP3A4', 'CACNA1F', 'CACNA1C', 'CACNA1D', 'CYP3A5', 'CACNB3']",24,6,1,26
DB00382,Tacrine,['N06DA01'],"['ACHE', 'BCHE', 'CES1']",['CYP1A2'],['ABCB1'],"['CES1', 'ACHE', 'CYP1A2', 'BCHE', 'ABCB1']",3,1,1,5
DB00383,Oxyphencyclimine,"['A03AA01', 'A03CA03']","['CHRM3', 'CHRM1', 'CHRM2']",[],[],"['CHRM2', 'CHRM1', 'CHRM3']",3,0,0,3
