drug_id,name,atc_codes,target_genes,enzyme_genes,transporter_genes,all_genes,num_targets,num_enzymes,num_transporters,num_total_genes
DB09302,Alirocumab,['C10AX14'],['PCSK9'],[],[],['PCSK9'],1,0,0,1
DB09303,Evolocumab,['C10AX13'],[],['PCSK9'],[],['PCSK9'],0,1,0,1
DB09308,Solithromycin,['J01FA16'],[],['CYP3A4'],[],['CYP3A4'],0,1,0,1
DB09310,Catridecacog,['B02BD11'],['F13B'],[],[],['F13B'],1,0,0,1
DB09319,Carindacillin,"['J01CR50', 'J01CA05']","['dacA', 'dacB', 'dacC', 'mrcA', 'mrcB', 'mrdA', 'ftsI']",[],[],"['ftsI', 'dacB', 'mrcA', 'mrcB', 'dacC', 'dacA', 'mrdA']",7,0,0,7
DB09322,Zinc sulfate,"['C05AX04', 'A12CB01']",[],['ALPPL2'],[],['ALPPL2'],0,1,0,1
DB09324,Sulbactam,['J01CG01'],['blaZ'],[],[],['blaZ'],1,0,0,1
DB09325,Sodium fluoride,"['A01AA51', 'A01AA01', 'A12CD01']",[],"['GPT', 'MT-CO1']",[],"['GPT', 'MT-CO1']",0,2,0,2
DB09330,Osimertinib,['L01XE35'],['EGFR'],"['CYP3A4', 'CYP1A2']","['ABCB1', 'ABCG2']","['ABCG2', 'EGFR', 'CYP1A2', 'CYP3A4', 'ABCB1']",1,2,2,5
DB09331,Daratumumab,['L01XC24'],['CD38'],[],[],['CD38'],1,0,0,1
DB09333,Iopodic acid,"['V08AC08', 'V08AC10']",['DIO3'],[],[],['DIO3'],1,0,0,1
DB09338,Mersalyl,['C03BC01'],"['ALPL', 'AQP1', 'SLC16A1']","['ITIH1', 'PCK1']",[],"['ITIH1', 'PCK1', 'SLC16A1', 'AQP1', 'ALPL']",3,2,0,5
DB09340,Tyropanoic acid,['V08AC09'],[],['GUSB'],[],['GUSB'],0,1,0,1
DB09344,Invert sugar,['C05BB03'],[],"['GCK', 'pfkA']","['SLC2A2', 'SLC2A5']","['pfkA', 'SLC2A2', 'SLC2A5', 'GCK']",0,2,2,4
DB09363,Rauwolfia serpentina root,"['C02AA03', 'C02LA08']",['SLC18A2'],"['MAOA', 'MAOB']","['SLC6A2', 'VMAT2']","['MAOB', 'SLC18A2', 'SLC6A2', 'MAOA', 'VMAT2']",1,2,2,5
DB09369,Polyestradiol phosphate,['L02AA02'],['ESR1'],[],[],['ESR1'],1,0,0,1
DB09371,Norethynodrel,['G03FA09'],"['ESR1', 'AR', 'SHBG']",['CYP3A4'],[],"['AR', 'CYP3A4', 'SHBG', 'ESR1']",3,1,0,4
DB09383,Meprednisone,['H02AB15'],[],['CYP3A4'],[],['CYP3A4'],0,1,0,1
DB09389,Norgestrel,"['G03FA10', 'G03FB01', 'G03AA06']","['PGR', 'SRD5A1', 'AR']","['CYP3A4', 'CYP19A1']",[],"['SRD5A1', 'AR', 'CYP19A1', 'PGR', 'CYP3A4']",3,2,0,5
DB09395,Sodium acetate,['B05XA08'],[],['ACSS2'],[],['ACSS2'],0,1,0,1
DB09418,Potassium perchlorate,['H03BC01'],['SLC5A5'],[],[],['SLC5A5'],1,0,0,1
DB09421,Protirelin,['V04CJ02'],['TRHR'],[],[],['TRHR'],1,0,0,1
DB09462,Glycerin,"['A06AX01', 'A06AG04']","['PPARD', 'HPGDS', 'celCCG', 'GSTP1', 'PLA2G2E', 'ISYNA1', 'dctD', 'ADH1B', 'ITPR1', 'PAEP', 'NAGA', 'cc4', 'bfr', 'TGFBR2', 'argG', 'eno', 'ARF1', 'mexA', 'PAPSS1', 'hisD', 'mutL', 'glpF', 'nrdB', 'mutY', 'TRDMT1']","['ALDH1A1', 'CYP2E1']",[],"['dctD', 'ITPR1', 'TRDMT1', 'PAPSS1', 'TGFBR2', 'HPGDS', 'PLA2G2E', 'GSTP1', 'ADH1B', 'mutL', 'PPARD', 'ISYNA1', 'cc4', 'bfr', 'ALDH1A1', 'glpF', 'ARF1', 'celCCG', 'CYP2E1', 'NAGA', 'PAEP', 'nrdB', 'argG', 'eno', 'mexA', 'hisD', 'mutY']",25,2,0,27
DB09472,Sodium sulfate,"['A06AD13', 'A12CA02']","['CA2', 'CA1']",[],[],"['CA2', 'CA1']",2,0,0,2
DB09481,Magnesium carbonate,"['A02AA01', 'V03AE04', 'A06AD01']","['GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B']",[],"['TRPM6', 'SLC41A3', 'CNNM2', 'TRPM7']","['GRIN3A', 'GRIN3B', 'GRIN2B', 'GRIN1', 'GRIN2C', 'TRPM7', 'GRIN2D', 'SLC41A3', 'TRPM6', 'CNNM2', 'GRIN2A']",7,0,4,11
DB09488,Acrivastine,['R06AX18'],['HRH1'],[],[],['HRH1'],1,0,0,1
DB09498,Strontium chloride Sr-89,['V10BX01'],[],"['ALPPL2', 'ALPL']","['SLC8A1', 'CACNA1I']","['CACNA1I', 'SLC8A1', 'ALPL', 'ALPPL2']",0,2,2,4
DB09502,Fludeoxyglucose F-18,['V09IX04'],[],['HK1'],"['SLC2A4', 'SLC2A2', 'SLC2A1', 'SLC2A3', 'SLC2A9', 'SLC2A5', 'SLC2A6', 'SLC2A7', 'SLC2A8', 'SLC2A10', 'SLC2A11', 'SLC2A12']","['HK1', 'SLC2A2', 'SLC2A12', 'SLC2A1', 'SLC2A10', 'SLC2A9', 'SLC2A8', 'SLC2A5', 'SLC2A11', 'SLC2A6', 'SLC2A3', 'SLC2A7', 'SLC2A4']",0,1,12,13
DB09526,Hydroquinone,['D11AX11'],['TYR'],[],[],['TYR'],1,0,0,1
DB09532,Secretin human,['V04CK01'],['SCTR'],[],[],['SCTR'],1,0,0,1
DB09559,Necitumumab,['L01XC22'],['EGFR'],[],[],['EGFR'],1,0,0,1
DB09564,Insulin Degludec,"['A10AD06', 'A10AE56', 'A10AE06']","['INSR', 'IGF1R']",[],[],"['IGF1R', 'INSR']",2,0,0,2
DB09570,Ixazomib,['L01XX50'],[],"['CYP3A4', 'CYP1A2', 'CYP2B6', 'CYP2C8', 'CYP2D6', 'CYP2C19', 'CYP2C9']",[],"['CYP2B6', 'CYP2C9', 'CYP1A2', 'CYP2C19', 'CYP2D6', 'CYP2C8', 'CYP3A4']",0,7,0,7
DB11071,Phenyl salicylate,['G04BX12'],"['PTGS1', 'PTGS2']",[],[],"['PTGS2', 'PTGS1']",2,0,0,2
DB11075,Hypromellose,['S01KA02'],['EPCAM'],[],[],['EPCAM'],1,0,0,1
DB11081,Aluminum chloride,['D10AX01'],['GLUD1'],[],[],['GLUD1'],1,0,0,1
DB11085,Resorcinol,"['D10AX02', 'S01AX06']",['TPO'],[],[],['TPO'],1,0,0,1
DB11091,Hydrogen peroxide,"['D08AX01', 'S02AA06', 'D11AX25', 'A01AB02']",[],"['GPX1', 'CAT', 'ALPPL2']",[],"['CAT', 'ALPPL2', 'GPX1']",0,3,0,3
DB11093,Calcium Citrate,"['A12AA13', 'A11GB01']","['CASR', 'CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'FBN2', 'S100B', 'CASQ2', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'CIB2', 'S100A13', 'CASQ1', 'NUCB1', 'NUCB2', 'CALM1', 'FBN3', 'GCA', 'CADPS', 'CALM2', 'CALM3', 'S100A16', 'CALB2', 'CAPS', 'CADPS2', 'CALR3', 'NRXN1', 'NCS1']",[],"['TRPV6', 'SLC8A1', 'TRPV5', 'RYR1', 'RYR2', 'PKD2L1', 'RYR3', 'PKD1L3', 'CATSPER1', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNB1', 'CACNB2', 'CACNB3', 'CACNB4', 'CACNA1A', 'CACNA1G', 'CACNA1H', 'CACNA1I', 'CACNA1E']","['SLC8A1', 'PDCD6', 'CALR', 'CIB1', 'GCA', 'CATSPER1', 'CACNA1A', 'CASQ1', 'CACNA1S', 'RGN', 'CALR3', 'TRPV5', 'CACNA1I', 'CASR', 'CASQ2', 'TPT1', 'CADPS', 'S100B', 'CIB2', 'S100A6', 'S100A16', 'PKD1L3', 'PEF1', 'CALM2', 'CACNA1H', 'CACNB1', 'FBN2', 'CHP1', 'SRI', 'CAPS', 'CACNB2', 'CACNB4', 'RYR3', 'CACNA1G', 'NRXN1', 'CALM1', 'SPARC', 'TRPV6', 'CANX', 'NUCB2', 'PKD2L1', 'CACNA1E', 'NCS1', 'CALB2', 'CACNA1F', 'CACNA1C', 'FBN3', 'CACNA1D', 'RYR1', 'CALM3', 'NUCB1', 'CACNB3', 'S100A13', 'CADPS2', 'RYR2']",33,0,22,55
DB11095,Desirudin,['B01AE01'],[],['CPA1'],[],['CPA1'],0,1,0,1
DB11098,Potassium bicarbonate,['A12BA04'],[],[],"['SLC12A2', 'SLC12A1']","['SLC12A2', 'SLC12A1']",0,0,2,2
DB11113,Castor oil,['A06AB05'],"['PTGER3', 'PTGER4']",[],[],"['PTGER3', 'PTGER4']",2,0,0,2
DB11127,Selenious acid,['A12CE02'],[],"['GPX1', 'TXNRD1']",['SEPP1'],"['SEPP1', 'TXNRD1', 'GPX1']",0,2,1,3
DB11130,Opium,"['A07DA02', 'N02AA02']","['OPRD1', 'OPRK1', 'OPRM1']","['CYP2D6', 'CYP3A4']",[],"['OPRK1', 'OPRD1', 'CYP2D6', 'OPRM1', 'CYP3A4']",3,2,0,5
DB11156,Pyrantel,['P02CC01'],"['GPR35', 'CHRM1']",['CYP4A11'],[],"['CYP4A11', 'CHRM1', 'GPR35']",2,1,0,3
DB11157,Anthralin,"['D05AC01', 'D05AC51']","['KRT2', 'MAPK8IP1', 'KRT12']",[],[],"['KRT12', 'KRT2', 'MAPK8IP1']",3,0,0,3
DB11181,Homatropine,['S01FA05'],"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']",['CES1'],[],"['CES1', 'CHRM2', 'CHRM1', 'CHRM3', 'CHRM5', 'CHRM4']",5,1,0,6
DB11182,Rose bengal free acid,['S01JA02'],[],['LYZ'],[],['LYZ'],0,1,0,1
DB11186,Pentoxyverine,['R05DB05'],"['SIGMAR1', 'KCNH2', 'OPRK1', 'OPRM1']",[],[],"['OPRK1', 'SIGMAR1', 'KCNH2', 'OPRM1']",4,0,0,4
DB11235,Thonzylamine,"['D04AA01', 'R06AC06', 'R01AC06']","['HRH1', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']",[],[],"['CHRM2', 'HRH1', 'CHRM1', 'CHRM3', 'CHRM5', 'CHRM4']",6,0,0,6
DB11251,Tocopherol,['A11HA03'],[],"['CYP4F2', 'CYP3A4']","['TTPA', 'SEC14L4', 'SEC14L2', 'SEC14L3', 'APOBR', 'SCARB1', 'ABCB1']","['SCARB1', 'TTPA', 'CYP4F2', 'APOBR', 'SEC14L3', 'SEC14L4', 'SEC14L2', 'CYP3A4', 'ABCB1']",0,2,7,9
DB11254,Hexylresorcinol,['R02AA12'],"['TOP1', 'TGM2', 'TYR']",[],[],"['TYR', 'TOP1', 'TGM2']",3,0,0,3
DB11300,Thrombin,"['B02BC06', 'B02BD30']","['F2R', 'F2RL3', 'F11', 'F13A1', 'F13B', 'FGA', 'FGB', 'FGG', 'F5', 'F8']",[],[],"['F2RL3', 'F13B', 'FGB', 'F11', 'FGG', 'FGA', 'F8', 'F5', 'F2R', 'F13A1']",10,0,0,10
DB11348,Calcium Phosphate,"['A12AA01', 'A11GB01']","['CASR', 'CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'FBN2', 'S100B', 'CASQ2', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'CIB2', 'S100A13', 'CASQ1', 'NUCB1', 'NUCB2', 'CALM1', 'FBN3', 'GCA', 'CADPS', 'CALM2', 'CALM3', 'S100A16', 'CALB2', 'CAPS', 'CADPS2', 'CALR3', 'NRXN1', 'NCS1']",[],"['SLC20A1', 'SLC20A2', 'SLC34A1', 'SLC34A2', 'SLC34A3', 'TRPV6', 'SLC8A1', 'TRPV5', 'RYR1', 'RYR2', 'PKD2L1', 'RYR3', 'PKD1L3', 'CATSPER1', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNB1', 'CACNB2', 'CACNB3', 'CACNB4', 'CACNA1A', 'CACNA1G', 'CACNA1H', 'CACNA1I', 'CACNA1E']","['SLC34A2', 'SLC8A1', 'PDCD6', 'CALR', 'CIB1', 'SLC34A3', 'GCA', 'CATSPER1', 'CACNA1A', 'CASQ1', 'CACNA1S', 'RGN', 'CALR3', 'TRPV5', 'CACNA1I', 'CASR', 'CASQ2', 'TPT1', 'CADPS', 'S100B', 'CIB2', 'SLC34A1', 'S100A6', 'S100A16', 'PKD1L3', 'PEF1', 'CALM2', 'CACNA1H', 'CACNB1', 'FBN2', 'RYR2', 'CHP1', 'SRI', 'CAPS', 'CACNB2', 'CACNB4', 'RYR3', 'CACNA1G', 'NRXN1', 'CALM1', 'SPARC', 'TRPV6', 'CANX', 'NUCB2', 'PKD2L1', 'CACNA1E', 'NCS1', 'CALB2', 'CACNA1F', 'CACNA1C', 'FBN3', 'CACNA1D', 'SLC20A1', 'RYR1', 'CALM3', 'NUCB1', 'CACNB3', 'S100A13', 'CADPS2', 'SLC20A2']",33,0,27,60
DB11362,Selexipag,['B01AC27'],['PTGIR'],"['CES1', 'CYP2C8', 'CYP3A4']","['SLCO1B1', 'SLCO1B3', 'ABCB1']","['SLCO1B3', 'CES1', 'PTGIR', 'SLCO1B1', 'CYP2C8', 'CYP3A4', 'ABCB1']",1,3,3,7
DB11363,Alectinib,['L01XE36'],['ALK'],[],['ABCG2'],"['ALK', 'ABCG2']",1,0,1,2
DB11365,Sennosides,"['A06AB56', 'A06AB06']",['pol'],[],[],['pol'],1,0,0,1
DB11367,Cefroxadine,['J01DB11'],['mrcB'],['blaZ'],[],"['blaZ', 'mrcB']",1,1,0,2
DB11386,Chlorobutanol,"['A04AD54', 'A04AD04']",['KCNH2'],[],[],['KCNH2'],1,0,0,1
DB11442,Oleandomycin,"['J01RA08', 'J01FA05']",[],['CYP3A4'],[],['CYP3A4'],0,1,0,1
DB11560,Lesinurad,['M04AB05'],"['SLC22A12', 'SLC22A11']",['CYP2C9'],[],"['SLC22A11', 'CYP2C9', 'SLC22A12']",2,1,0,3
DB11569,Ixekizumab,['L04AC13'],['IL17A'],[],[],['IL17A'],1,0,0,1
DB11574,Elbasvir,['J05AP54'],[],"['CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP3A43']",['ABCB1'],"['CYP3A7', 'CYP3A5', 'CYP3A43', 'CYP3A4', 'ABCB1']",0,4,1,5
DB11575,Grazoprevir,['J05AP54'],['NS3/4A'],['CYP3A4'],"['ABCB1', 'SLCO1B1', 'SLCO1B3']","['NS3/4A', 'SLCO1B3', 'SLCO1B1', 'CYP3A4', 'ABCB1']",1,1,3,5
DB11577,Indigotindisulfonic Acid,['V04CH02'],"['AHR', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']",[],[],"['ADRA1B', 'AHR', 'ADRA1A', 'ADRA2B', 'ADRA2C', 'ADRA2A', 'ADRA1D']",7,0,0,7
DB11581,Venetoclax,['L01XX52'],['BCL2'],['CYP3A4'],"['ABCB1', 'ABCG2', 'SLCO1B1']","['ABCG2', 'BCL2', 'SLCO1B1', 'CYP3A4', 'ABCB1']",1,1,3,5
DB11582,Thiocolchicoside,"['M03BX05', 'M03BX55']","['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ', 'GLRA1', 'TNFSF11']",[],[],"['GABRA3', 'GABRA5', 'GABRA2', 'GABRA6', 'GABRG1', 'GABRG3', 'GABRP', 'GLRA1', 'GABRA4', 'GABRB1', 'GABRG2', 'GABRB2', 'GABRB3', 'GABRE', 'GABRQ', 'GABRD', 'TNFSF11', 'GABRA1']",18,0,0,18
DB11584,Pipradrol,['N06BX15'],"['DRD1', 'DRD5']",[],[],"['DRD1', 'DRD5']",2,0,0,2
DB11586,Asunaprevir,['J05AP06'],[],"['CYP3A4', 'CYP3A43', 'CYP3A5', 'CYP3A7', 'CYP3A4', 'CYP3A5', 'CYP2A6', 'CYP2B6', 'CYP2C9', 'CYP2C19', 'CYP2D6']","['SLCO1B1', 'SLCO1B3', 'SLCO2B1']","['CYP3A7', 'CYP2B6', 'SLCO1B3', 'CYP3A5', 'CYP2C9', 'CYP2A6', 'SLCO1B1', 'SLCO2B1', 'CYP2C19', 'CYP2D6', 'CYP3A43', 'CYP3A4']",0,11,3,12
DB11590,Thimerosal,['D08AK06'],"['MTR', 'SLC7A11', 'FXYD2']","['GSR', 'GPX1', 'SOD2']",['ITPR1'],"['GSR', 'MTR', 'ITPR1', 'FXYD2', 'SLC7A11', 'GPX1', 'SOD2']",3,3,1,7
DB11591,Bilastine,['R06AX29'],['HRH1'],[],"['ABCB5', 'SLCO1A2', 'SLCO2B1']","['HRH1', 'ABCB5', 'SLCO1A2', 'SLCO2B1']",1,0,3,4
DB11595,Atezolizumab,['L01XC32'],['CD274'],[],[],['CD274'],1,0,0,1
DB11596,Levoleucovorin,"['V03AF10', 'V03AF04']","['glyA', 'folA']",[],[],"['glyA', 'folA']",2,0,0,2
DB11598,Antithrombin III human,['B01AB02'],['SERPINC1'],[],[],['SERPINC1'],1,0,0,1
DB11604,Tetanus Immune Globulin,['J06BB02'],['tetX'],[],[],['tetX'],1,0,0,1
DB11606,Susoctocog alfa,['B02BD14'],['VWF'],[],[],['VWF'],1,0,0,1
DB11611,Lifitegrast,['S01XA25'],['ITGAL'],['CYP2C9'],"['SLCO1A2', 'SLCO2B1']","['SLCO2B1', 'SLCO1A2', 'CYP2C9', 'ITGAL']",1,1,2,4
DB11613,Velpatasvir,"['J05AP55', 'J05AP56']",[],"['CYP2B6', 'CYP2C8', 'CYP3A4']","['ABCB1', 'ABCG2', 'SLCO1B1', 'SLCO1B3', 'SLCO2B1']","['CYP2B6', 'SLCO1B3', 'ABCG2', 'SLCO1B1', 'SLCO2B1', 'CYP2C8', 'CYP3A4', 'ABCB1']",0,3,5,8
DB11614,Rupatadine,['R06AX28'],"['PTAFR', 'HRH1']","['CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2D6']",[],"['CYP2C9', 'PTAFR', 'HRH1', 'CYP2C19', 'CYP2D6', 'CYP3A4']",2,4,0,6
DB11619,Gestrinone,['G03XA02'],"['SHBG', 'PGR', 'NR3C1', 'AR', 'GNRHR', 'ESR1']",['CYP3A4'],[],"['GNRHR', 'AR', 'ESR1', 'CYP3A4', 'PGR', 'NR3C1', 'SHBG']",6,1,0,7
DB11626,Tasonermin,['L03AX11'],"['TNFRSF1A', 'TNFRSF1B']",[],[],"['TNFRSF1B', 'TNFRSF1A']",2,0,0,2
DB11632,Opicapone,['N04BX04'],['COMT'],"['CYP2C19', 'CYP2C8']",[],"['COMT', 'CYP2C8', 'CYP2C19']",1,2,0,3
DB11633,Isavuconazole,['J02AC05'],"['ERG11', 'KCNH2', 'CACNA1C', 'KCNJ6', 'KCNJ9', 'KCNJ11', 'KCNA5', 'KCND3', 'KCNQ1', 'SCN5A']","['CYP3A4', 'CYP3A5', 'CYP2C8', 'CYP2C9', 'CYP2C19', 'CYP2D6', 'CYP2B6', 'UGT1A9', 'UGT1A8']","['ABCB1', 'ABCG2', 'SLC22A2']","['ERG11', 'ABCG2', 'KCND3', 'CYP2C9', 'KCNQ1', 'CYP2D6', 'SLC22A2', 'CYP2B6', 'UGT1A8', 'KCNJ9', 'CYP2C19', 'ABCB1', 'UGT1A9', 'CYP2C8', 'SCN5A', 'CYP3A4', 'KCNA5', 'CACNA1C', 'KCNJ6', 'KCNH2', 'CYP3A5', 'KCNJ11']",10,9,3,22
DB11635,Tocofersolan,['A11HA08'],['ABCB1'],"['CYP4F2', 'CYP3A4']","['TTPA', 'SCARB1', 'NPC1L1', 'ABCG5', 'ABCG8', 'ABCA1', 'SEC14L4', 'SEC14L2', 'SEC14L3', 'APOBR']","['ABCG5', 'SEC14L2', 'SCARB1', 'TTPA', 'ABCA1', 'CYP4F2', 'APOBR', 'SEC14L3', 'SEC14L4', 'ABCG8', 'NPC1L1', 'CYP3A4', 'ABCB1']",1,2,10,13
DB11636,Nomegestrol,"['G03AA14', 'G03FB12', 'G03DB04']",[],['CYP3A4'],[],['CYP3A4'],0,1,0,1
DB11637,Delamanid,['J04AK06'],[],"['ddn', 'CYP3A4']",[],"['ddn', 'CYP3A4']",0,2,0,2
DB11638,Artenimol,"['P01BF05', 'P01BE05']","['ACTG1', 'ALDH7A1', 'ANXA2', 'ATP5A1', 'ATP5L', 'ATP5O', 'CAST', 'CCT3', 'CFL1', 'CLIC1', 'CSRP1', 'DPYSL2', 'DSP', 'EEF1A1', 'ENO1', 'FLNA', 'FTO', 'G6PD', 'GAPDHS', 'GPI', 'HNRNPA2B1', 'HNRNPD', 'HNRNPK', 'HP1BP3', 'HSPB1', 'IQGAP1', 'KHSRP', 'LDHA', 'LDHB', 'LGALS1', 'MAP4', 'MDH1', 'NPEPPS', 'PFN1', 'PGK1', 'PKM', 'PPIA', 'PRDX1', 'RPL10', 'RPL14', 'RPL18', 'RPL23A', 'RPL35', 'RPL4', 'RPS13', 'RPS17', 'RPS18', 'RPS19', 'RPS28', 'RPS5', 'RPS6', 'RPS8', 'RPS9', 'SF1', 'SFPQ', 'SNRPD2', 'SRP14', 'SRSF4', 'TAGLN', 'TAGLN2', 'TPI1', 'TPM1', 'TUBA1A', 'VIM', 'ZYX', 'HSPA8', 'TUBB6', 'TUBB4A', 'TUBB', 'ALDOA', 'GAPDH', 'CYCS', 'PGAM1', 'MYH9', 'P4HB', 'DDX5', 'SHMT2', 'DDX39B', 'NPM1', 'TCTP', 'serca', 'OAT', 'MEF-1', 'MDR1', 'GAPDH', 'H45', 'LACZ', 'ENO', 'SERA5', 'GBP', 'ATP6', 'vapA', 'ACS3', 'CRT', 'MSP-1', 'HK', 'TPx1', 'Sec31p', 'RESA', 'UAP56', 'CPK4', 'PKAr', 'tlp1', 'pdx1', 'ALB']","['UGT1A9', 'UGT2B7', 'CYP2D6', 'CYP2C19']",[],"['ALDOA', 'ATP5O', 'RPS13', 'RPS8', 'LGALS1', 'RPS28', 'HSPA8', 'TPx1', 'LACZ', 'PKM', 'CFL1', 'GAPDHS', 'UAP56', 'CSRP1', 'GBP', 'VIM', 'SERA5', 'HNRNPK', 'OAT', 'ZYX', 'PPIA', 'IQGAP1', 'PFN1', 'vapA', 'SF1', 'RESA', 'RPS17', 'RPL35', 'ANXA2', 'MDH1', 'RPS5', 'MSP-1', 'PKAr', 'TAGLN2', 'MDR1', 'HSPB1', 'MYH9', 'TCTP', 'HNRNPA2B1', 'UGT2B7', 'RPS18', 'CLIC1', 'G6PD', 'ALDH7A1', 'CYCS', 'LDHB', 'UGT1A9', 'ENO1', 'RPL18', 'FLNA', 'SHMT2', 'TUBB', 'NPEPPS', 'CPK4', 'TUBB6', 'ATP5A1', 'GPI', 'RPS9', 'Sec31p', 'PRDX1', 'HNRNPD', 'H45', 'RPL14', 'ACTG1', 'CRT', 'PGAM1', 'pdx1', 'RPS19', 'CYP2C19', 'ALB', 'MEF-1', 'DSP', 'CCT3', 'P4HB', 'ACS3', 'TUBA1A', 'ENO', 'LDHA', 'RPL4', 'KHSRP', 'SRSF4', 'SNRPD2', 'GAPDH', 'DPYSL2', 'ATP6', 'DDX5', 'SFPQ', 'FTO', 'CYP2D6', 'TAGLN', 'TPI1', 'MAP4', 'NPM1', 'RPL23A', 'PGK1', 'ATP5L', 'SRP14', 'TUBB4A', 'tlp1', 'EEF1A1', 'RPL10', 'CAST', 'HP1BP3', 'RPS6', 'serca', 'DDX39B', 'TPM1', 'HK']",105,4,0,108
DB11639,Dibotermin alfa,['M05BC01'],"['BMPR2', 'BMPR1A']",[],[],"['BMPR1A', 'BMPR2']",2,0,0,2
DB11640,Amifampridine,['N07XX05'],['KCNA1'],"['NAT1', 'NAT2']",[],"['NAT1', 'KCNA1', 'NAT2']",1,2,0,3
DB11641,Vinflunine,['L01CA05'],['TUBB'],['CYP3A4'],"['ABCB5', 'ABCB1']","['ABCB5', 'TUBB', 'CYP3A4', 'ABCB1']",1,1,2,4
DB11642,Pitolisant,['N07XX11'],"['HRH3', 'KCNH2']","['CYP3A4', 'CYP2D6', 'CYP1A2', 'CYP2B6']",['SLC22A1'],"['CYP2B6', 'KCNH2', 'HRH3', 'CYP1A2', 'SLC22A1', 'CYP2D6', 'CYP3A4']",2,4,1,7
DB11644,Tafamidis,['N07XX08'],['TTR'],[],[],['TTR'],1,0,0,1
DB11691,Naldemedine,['A06AH05'],"['OPRM1', 'OPRD1', 'OPRK1']","['CYP3A4', 'CYP3A43', 'CYP3A5', 'CYP3A7', 'UGT1A3']",['ABCB5'],"['CYP3A7', 'OPRK1', 'CYP3A5', 'ABCB5', 'OPRD1', 'CYP3A43', 'OPRM1', 'CYP3A4', 'UGT1A3']",3,5,1,9
DB11693,Voclosporin,['L04AD03'],"['PPP3R1', 'PPP3R2']",[],[],"['PPP3R1', 'PPP3R2']",2,0,0,2
DB11699,Tropisetron,['A04AA03'],['HTR3A'],[],[],['HTR3A'],1,0,0,1
DB11712,Tezacaftor,['R07AX31'],['CFTR'],"['CYP3A4', 'CYP3A5']",['ABCB1'],"['CFTR', 'CYP3A5', 'CYP3A4', 'ABCB1']",1,2,1,4
DB11714,Durvalumab,['L01XC28'],"['CD274', 'CD80']",[],[],"['CD80', 'CD274']",2,0,0,2
DB11718,Encorafenib,['L01XE46'],"['BRAF', 'CCND1']","['CYP3A4', 'CYP2C19', 'CYP2D6']",[],"['CYP2D6', 'CYP2C19', 'BRAF', 'CCND1', 'CYP3A4']",2,3,0,5
DB11730,Ribociclib,['L01XE42'],"['CDK4', 'CDK6']",['CYP3A4'],[],"['CDK6', 'CDK4', 'CYP3A4']",2,1,0,3
DB11737,Icotinib,['L01XE48'],['EGFR'],"['CYP3A4', 'CYP1A2', 'CYP3A5']",[],"['CYP1A2', 'CYP3A5', 'EGFR', 'CYP3A4']",1,3,0,4
DB11738,Rilmenidine,['C02AC06'],['ADRA2A'],[],[],['ADRA2A'],1,0,0,1
DB11742,Ebastine,['R06AX22'],[],['CYP3A4'],[],['CYP3A4'],0,1,0,1
DB11750,Clobetasol,"['D07AD01', 'D07CD01']",[],['CYP3A4'],[],['CYP3A4'],0,1,0,1
DB11753,Rifamycin,"['S01AA16', 'S02AA12', 'J04AB03']","['rpoB', 'rpoA', 'rpoC']","['CYP3A4', 'CYP2C19', 'CYP2B6', 'CYP2C8', 'CYP2C9', 'CYP2D6', 'CYP1A2']","['SLCO1A2', 'SLCO1B1', 'SLCO1B3', 'SLCO2A1', 'SLCO2B1', 'SLC47A1', 'ABCB1']","['CYP2B6', 'SLCO1B3', 'ABCB1', 'rpoA', 'SLCO1A2', 'CYP2C9', 'SLC47A1', 'SLCO1B1', 'CYP1A2', 'SLCO2B1', 'rpoB', 'CYP2C19', 'SLCO2A1', 'CYP2D6', 'CYP2C8', 'CYP3A4', 'rpoC']",3,7,7,17
DB11760,Talazoparib,['L01XX60'],"['PARP1', 'PARP2']",[],"['ABCB1', 'ABCG2']","['PARP2', 'ABCG2', 'PARP1', 'ABCB1']",2,0,2,4
