signature_name,drug_name,cid,direction,num_genes
15985556_NA-42-JG03_batchid48_10uM_24h up,15985556,15985556,up,8
N1-(2-Aminophenyl)-N7-phenylheptanediamide_BE-71-AV63_batchid48_10uM_24h up,N1-(2-Aminophenyl)-N7-phenylheptanediamide,9543539,up,87
N1-(2-Aminophenyl)-N7-phenylheptanediamide_BE-71-AV63_batchid48_10uM_24h down,N1-(2-Aminophenyl)-N7-phenylheptanediamide,9543539,down,104
_JF-25-NM40_batchid48_10uM_24h up,,,up,12
87134782_LA-42-CN75_batchid48_10uM_24h up,87134782,87134782,up,29
87134782_LA-42-CN75_batchid48_10uM_24h down,87134782,87134782,down,28
53357987_RC-62-LC43_batchid48_10uM_24h up,53357987,53357987,up,17
_FF-76-LK08_batchid48_10uM_24h up,,,up,6
_FF-76-LK08_batchid48_10uM_24h down,,,down,12
_XC-86-SR58_batchid48_10uM_24h up,,,up,34
_XC-86-SR58_batchid48_10uM_24h down,,,down,43
_LD-30-MF71_batchid48_10uM_24h up,,,up,38
_LD-30-MF71_batchid48_10uM_24h down,,,down,35
_UE-09-SD17_batchid48_10uM_24h up,,,up,7
3816991_UA-44-EN14_batchid48_10uM_24h up,3816991,3816991,up,24
59024736_KC-97-AA46_batchid48_10uM_24h up,59024736,59024736,up,15
_YA-34-DT48_batchid48_10uM_24h up,,,up,41
_YA-34-DT48_batchid48_10uM_24h down,,,down,108
_WC-49-TQ48_batchid48_10uM_24h up,,,up,47
_WC-49-TQ48_batchid48_10uM_24h down,,,down,48
_UE-91-YV71_batchid48_10uM_24h down,,,down,5
_EF-82-OV15_batchid48_10uM_24h up,,,up,14
_EF-82-OV15_batchid48_10uM_24h down,,,down,6
Omacetaxine Mepesuccinate_EA-18-FP00_batchid48_10uM_24h up,Omacetaxine Mepesuccinate,285033,up,2000
Omacetaxine Mepesuccinate_EA-18-FP00_batchid48_10uM_24h down,Omacetaxine Mepesuccinate,285033,down,1940
D-AP4_AD-55-EA62_batchid48_10uM_24h up,D-AP4,1550579,up,61
D-AP4_AD-55-EA62_batchid48_10uM_24h down,D-AP4,1550579,down,48
_YA-81-YH47_batchid48_10uM_24h up,,,up,8
_YA-81-YH47_batchid48_10uM_24h down,,,down,9
_QD-57-GT11_batchid48_10uM_24h up,,,up,11
_QD-57-GT11_batchid48_10uM_24h down,,,down,5
Oleanolic Acid_BE-37-IC77_batchid48_10uM_24h up,Oleanolic Acid,10494,up,8
Oleanolic Acid_BE-37-IC77_batchid48_10uM_24h down,Oleanolic Acid,10494,down,6
2-Amino-4-methylbenzothiazole_NC-76-YX69_batchid48_10uM_24h up,2-Amino-4-methylbenzothiazole,15132,up,39
2-Amino-4-methylbenzothiazole_NC-76-YX69_batchid48_10uM_24h down,2-Amino-4-methylbenzothiazole,15132,down,73
_BD-70-PH02_batchid48_10uM_24h up,,,up,43
_BD-70-PH02_batchid48_10uM_24h down,,,down,71
Amlodipine_AB-11-VI02_batchid48_10uM_24h up,Amlodipine,2162,up,6
Amlodipine_AB-11-VI02_batchid48_10uM_24h down,Amlodipine,2162,down,5
57458176_HD-36-DK23_batchid48_10uM_24h up,57458176,57458176,up,12
57458176_HD-36-DK23_batchid48_10uM_24h down,57458176,57458176,down,7
_DB-42-PI54_batchid48_10uM_24h up,,,up,22
_DB-42-PI54_batchid48_10uM_24h down,,,down,20
_DD-61-DY35_batchid48_10uM_24h up,,,up,31
_DD-61-DY35_batchid48_10uM_24h down,,,down,73
_PE-58-WU11_batchid48_10uM_24h up,,,up,5
_BD-34-PN26_batchid48_10uM_24h up,,,up,20
_BD-11-DV28_batchid48_10uM_24h up,,,up,240
_BD-11-DV28_batchid48_10uM_24h down,,,down,189
136201633_XE-18-BC97_batchid48_10uM_24h up,136201633,136201633,up,179
136201633_XE-18-BC97_batchid48_10uM_24h down,136201633,136201633,down,869
118224080_PA-63-TR22_batchid48_10uM_24h up,118224080,118224080,up,6
Deoxycytidine_MD-06-ZJ05_batchid48_10uM_24h up,Deoxycytidine,13711,up,14
_XD-71-WI50_batchid48_10uM_24h up,,,up,14
_XD-71-WI50_batchid48_10uM_24h down,,,down,8
_BE-24-LQ28_batchid48_10uM_24h up,,,up,115
_BE-24-LQ28_batchid48_10uM_24h down,,,down,33
130714_HC-01-FD24_batchid48_10uM_24h up,130714,130714,up,50
130714_HC-01-FD24_batchid48_10uM_24h down,130714,130714,down,2000
_VE-88-XW30_batchid48_10uM_24h up,,,up,12
3-(2-Aminoethyl)adamantan-1-ol_ED-93-KF69_batchid48_10uM_24h up,3-(2-Aminoethyl)adamantan-1-ol,3527029,up,40
3-(2-Aminoethyl)adamantan-1-ol_ED-93-KF69_batchid48_10uM_24h down,3-(2-Aminoethyl)adamantan-1-ol,3527029,down,39
_CC-29-RG66_batchid48_10uM_24h up,,,up,18
_CC-29-RG66_batchid48_10uM_24h down,,,down,7
Icrf 193_OC-55-QZ56_batchid48_10uM_24h up,Icrf 193,119081,up,7
54379705_ME-77-XX06_batchid48_10uM_24h up,54379705,54379705,up,86
54379705_ME-77-XX06_batchid48_10uM_24h down,54379705,54379705,down,45
_UC-19-KX65_batchid48_10uM_24h up,,,up,47
_UC-19-KX65_batchid48_10uM_24h down,,,down,23
_GF-32-FY02_batchid48_10uM_24h up,,,up,108
_GF-32-FY02_batchid48_10uM_24h down,,,down,64
_QD-75-XB03_batchid48_10uM_24h up,,,up,35
166456743_YA-71-LR91_batchid48_10uM_24h up,166456743,166456743,up,6
43405474_AA-98-HX85_batchid48_10uM_24h up,43405474,43405474,up,40
43405474_AA-98-HX85_batchid48_10uM_24h down,43405474,43405474,down,110
_MA-42-UX14_batchid48_10uM_24h up,,,up,41
_MA-42-UX14_batchid48_10uM_24h down,,,down,9
_KD-88-RE18_batchid48_10uM_24h up,,,up,5
"1,4-Phenylenebis(1,4'-bipiperidin-1'-ylmethanone)_MB-35-NZ76_batchid48_10uM_24h up","1,4-Phenylenebis(1,4'-bipiperidin-1'-ylmethanone)",70679311,up,19
"1,4-Phenylenebis(1,4'-bipiperidin-1'-ylmethanone)_MB-35-NZ76_batchid48_10uM_24h down","1,4-Phenylenebis(1,4'-bipiperidin-1'-ylmethanone)",70679311,down,10
_BE-49-XN43_batchid48_10uM_24h up,,,up,122
_BE-49-XN43_batchid48_10uM_24h down,,,down,40
_XF-76-GE52_batchid48_10uM_24h up,,,up,28
_XF-76-GE52_batchid48_10uM_24h down,,,down,20
_XC-88-ZM66_batchid48_10uM_24h up,,,up,32
_XC-88-ZM66_batchid48_10uM_24h down,,,down,99
_GD-41-HR28_batchid48_10uM_24h up,,,up,21
_GD-41-HR28_batchid48_10uM_24h down,,,down,66
_MB-72-YK93_batchid48_10uM_24h up,,,up,82
_MB-72-YK93_batchid48_10uM_24h down,,,down,386
_OD-30-UF61_batchid48_10uM_24h up,,,up,19
_OD-30-UF61_batchid48_10uM_24h down,,,down,28
49787174_SE-15-AV21_batchid48_10uM_24h up,49787174,49787174,up,792
49787174_SE-15-AV21_batchid48_10uM_24h down,49787174,49787174,down,515
_DF-95-CY55_batchid48_10uM_24h up,,,up,18
_DF-95-CY55_batchid48_10uM_24h down,,,down,120
Tgba01AD_DA-17-YW85_batchid48_10uM_24h up,Tgba01AD,1177,up,53
Tgba01AD_DA-17-YW85_batchid48_10uM_24h down,Tgba01AD,1177,down,455
_GB-56-TN25_batchid48_10uM_24h up,,,up,13
_MB-95-VI30_batchid48_10uM_24h up,,,up,12
_BD-07-IW65_batchid48_10uM_24h up,,,up,6
136336162_DD-30-SX80_batchid48_10uM_24h up,136336162,136336162,up,22
136336162_DD-30-SX80_batchid48_10uM_24h down,136336162,136336162,down,79
Dcebio_ED-10-ED67_batchid48_10uM_24h up,Dcebio,656765,up,8
Dcebio_ED-10-ED67_batchid48_10uM_24h down,Dcebio,656765,down,5
46226142_QA-34-BH60_batchid48_10uM_24h up,46226142,46226142,up,15
46226142_QA-34-BH60_batchid48_10uM_24h down,46226142,46226142,down,89
_CF-44-NQ13_batchid48_10uM_24h up,,,up,30
_CF-44-NQ13_batchid48_10uM_24h down,,,down,6
46222563_ID-30-ST90_batchid48_10uM_24h up,46222563,46222563,up,19
46222563_ID-30-ST90_batchid48_10uM_24h down,46222563,46222563,down,14
68201446_TE-87-FM14_batchid48_10uM_24h up,68201446,68201446,up,85
68201446_TE-87-FM14_batchid48_10uM_24h down,68201446,68201446,down,185
_RB-18-SX73_batchid48_10uM_24h up,,,up,77
_RB-18-SX73_batchid48_10uM_24h down,,,down,26
6532107_TC-80-LY86_batchid48_10uM_24h up,6532107,6532107,up,11
4-(Phenylamino)benzoic acid_BA-09-ZX42_batchid48_10uM_24h up,4-(Phenylamino)benzoic acid,292331,up,11
4-(Phenylamino)benzoic acid_BA-09-ZX42_batchid48_10uM_24h down,4-(Phenylamino)benzoic acid,292331,down,10
_XB-22-LI07_batchid48_10uM_24h up,,,up,42
_XB-22-LI07_batchid48_10uM_24h down,,,down,172
3266594_KE-53-DB74_batchid48_10uM_24h up,3266594,3266594,up,16
3266594_KE-53-DB74_batchid48_10uM_24h down,3266594,3266594,down,6
_FB-43-LF24_batchid48_10uM_24h up,,,up,12
_LC-78-EV09_batchid48_10uM_24h up,,,up,35
_LC-78-EV09_batchid48_10uM_24h down,,,down,28
44427080_JC-47-KK95_batchid48_10uM_24h up,44427080,44427080,up,15
44427075_HA-36-JX64_batchid48_10uM_24h up,44427075,44427075,up,5
_JA-42-MU37_batchid48_10uM_24h up,,,up,33
_JA-42-MU37_batchid48_10uM_24h down,,,down,15
_LB-72-WN85_batchid48_10uM_24h up,,,up,8
_LB-72-WN85_batchid48_10uM_24h down,,,down,24
_SE-81-RI20_batchid48_10uM_24h up,,,up,89
_SE-81-RI20_batchid48_10uM_24h down,,,down,253
5327654_YB-83-AS93_batchid48_10uM_24h up,5327654,5327654,up,24
5327654_YB-83-AS93_batchid48_10uM_24h down,5327654,5327654,down,32
2790079_EF-46-LK88_batchid48_10uM_24h up,2790079,2790079,up,16
_HB-01-ZU75_batchid48_10uM_24h up,,,up,23
_HB-01-ZU75_batchid48_10uM_24h down,,,down,23
_AB-35-RU30_batchid48_10uM_24h up,,,up,26
_AB-35-RU30_batchid48_10uM_24h down,,,down,45
Levodopa_AA-98-PM63_batchid48_10uM_24h up,Levodopa,6047,up,9
Levodopa_AA-98-PM63_batchid48_10uM_24h down,Levodopa,6047,down,6
Ketotifen_AE-65-LV28_batchid48_10uM_24h up,Ketotifen,3827,up,6
Ureidosuccinic acid_GB-92-MH66_batchid48_10uM_24h up,Ureidosuccinic acid,279,up,19
Ureidosuccinic acid_GB-92-MH66_batchid48_10uM_24h down,Ureidosuccinic acid,279,down,8
Adenosine_BA-52-FW03_batchid48_10uM_24h up,Adenosine,60961,up,47
Adenosine_BA-52-FW03_batchid48_10uM_24h down,Adenosine,60961,down,71
Gepirone_AE-79-LG46_batchid48_10uM_24h up,Gepirone,55191,up,17
Gepirone_AE-79-LG46_batchid48_10uM_24h down,Gepirone,55191,down,20
(S)-2-amino-5-phosphonopentanoic acid_CC-42-ZV45_batchid48_10uM_24h up,(S)-2-amino-5-phosphonopentanoic acid,1617110,up,84
(S)-2-amino-5-phosphonopentanoic acid_CC-42-ZV45_batchid48_10uM_24h down,(S)-2-amino-5-phosphonopentanoic acid,1617110,down,91
Loratadine_AC-94-YX80_batchid48_10uM_24h up,Loratadine,3957,up,5
_OD-78-OU01_batchid48_10uM_24h down,,,down,22
Olprinone_AA-33-DN24_batchid48_10uM_24h up,Olprinone,4593,up,13
Olprinone_AA-33-DN24_batchid48_10uM_24h down,Olprinone,4593,down,27
Lisofylline_EC-12-AY12_batchid48_10uM_24h up,Lisofylline,501254,up,57
Lisofylline_EC-12-AY12_batchid48_10uM_24h down,Lisofylline,501254,down,28
Cx516_MC-51-BT07_batchid48_10uM_24h up,Cx516,148184,up,22
Cx516_MC-51-BT07_batchid48_10uM_24h down,Cx516,148184,down,15
70373929_IA-84-ES37_batchid48_10uM_24h up,70373929,70373929,up,11
_UE-90-KK72_batchid48_10uM_24h up,,,up,15
10461257_OF-63-KD88_batchid48_10uM_24h up,10461257,10461257,up,12
10461257_OF-63-KD88_batchid48_10uM_24h down,10461257,10461257,down,25
Baicalein_DF-80-HY53_batchid48_10uM_24h up,Baicalein,5281605,up,20
Menatetrenone_DD-31-LY65_batchid48_10uM_24h up,Menatetrenone,5282367,up,6
CID 10461016_KD-44-PB06_batchid48_10uM_24h up,CID 10461016,10461016,up,6
22287193_CE-85-KN13_batchid48_10uM_24h up,22287193,22287193,up,8
5281767_FC-88-AJ86_batchid48_10uM_24h up,5281767,5281767,up,46
5281767_FC-88-AJ86_batchid48_10uM_24h down,5281767,5281767,down,21
_CC-90-EX35_batchid48_10uM_24h up,,,up,8
_CC-90-EX35_batchid48_10uM_24h down,,,down,22
_SB-80-CR34_batchid48_10uM_24h up,,,up,7
_SB-80-CR34_batchid48_10uM_24h down,,,down,5
"2-phenyl-1,2-benzisothiazol-3-(2H)-one_WA-43-MP01_batchid48_10uM_24h up","2-phenyl-1,2-benzisothiazol-3-(2H)-one",164981,up,37
"2-phenyl-1,2-benzisothiazol-3-(2H)-one_WA-43-MP01_batchid48_10uM_24h down","2-phenyl-1,2-benzisothiazol-3-(2H)-one",164981,down,38
Clofibrate_AW-10-0667_batchid48_10uM_24h up,Clofibrate,2796,up,23
Clofibrate_AW-10-0667_batchid48_10uM_24h down,Clofibrate,2796,down,5
"2-Benzyl-4H-3,1-benzoxazin-4-one_KB-45-CF78_batchid48_10uM_24h up","2-Benzyl-4H-3,1-benzoxazin-4-one",928297,up,5
_AC-84-QG99_batchid48_10uM_24h up,,,up,706
_AC-84-QG99_batchid48_10uM_24h down,,,down,1887
Deserpidine_DE-28-ZP75_batchid48_10uM_24h up,Deserpidine,8550,up,5
(S)-2-benzylamino-3-phenyl-1-propanol_IF-86-JG83_batchid48_10uM_24h up,(S)-2-benzylamino-3-phenyl-1-propanol,10514267,up,7
(S)-2-benzylamino-3-phenyl-1-propanol_IF-86-JG83_batchid48_10uM_24h down,(S)-2-benzylamino-3-phenyl-1-propanol,10514267,down,6
"4-Quinolinamine, 2-(2-thienyl)-_GB-81-UN03_batchid49_0.01uM_24h up","4-Quinolinamine, 2-(2-thienyl)-",453080,up,20
Benzylhydrazine_AA-02-FS13_batchid49_0.01uM_24h up,Benzylhydrazine,11157,up,72
Benzylhydrazine_AA-02-FS13_batchid49_0.01uM_24h down,Benzylhydrazine,11157,down,24
"5-Amino-6h-anthra[1,9-cd]pyrazol-6-one_QA-98-TQ46_batchid49_0.01uM_24h up","5-Amino-6h-anthra[1,9-cd]pyrazol-6-one",5344961,up,39
"5-Amino-6h-anthra[1,9-cd]pyrazol-6-one_QA-98-TQ46_batchid49_0.01uM_24h down","5-Amino-6h-anthra[1,9-cd]pyrazol-6-one",5344961,down,20
5-Aminoquinolin-8-Ol_BD-73-TX58_batchid49_0.01uM_24h down,5-Aminoquinolin-8-Ol,416002,down,9
Fenofibric Acid_FE-19-OW54_batchid49_0.01uM_24h up,Fenofibric Acid,64929,up,12
Fenofibric Acid_FE-19-OW54_batchid49_0.01uM_24h down,Fenofibric Acid,64929,down,8
4-((Aminosulfonyl)amino)benzenesulfonamide_SF-48-KT63_batchid49_0.01uM_24h up,4-((Aminosulfonyl)amino)benzenesulfonamide,57519697,up,18
4-((Aminosulfonyl)amino)benzenesulfonamide_SF-48-KT63_batchid49_0.01uM_24h down,4-((Aminosulfonyl)amino)benzenesulfonamide,57519697,down,10
Brofaromine_DA-33-NF79_batchid49_0.01uM_24h up,Brofaromine,44571,up,24
Brofaromine_DA-33-NF79_batchid49_0.01uM_24h down,Brofaromine,44571,down,28
Pamoic Acid_GD-98-WZ24_batchid49_0.01uM_24h up,Pamoic Acid,8546,up,13
Pamoic Acid_GD-98-WZ24_batchid49_0.01uM_24h down,Pamoic Acid,8546,down,7
10293378_KA-37-GD83_batchid49_0.01uM_24h up,10293378,10293378,up,7
_NB-58-SA13_batchid49_0.01uM_24h up,,,up,330
_NB-58-SA13_batchid49_0.01uM_24h down,,,down,339
"3-Phenylacetylamino-2,6-piperidinedione_QF-00-CY91_batchid49_0.01uM_24h up","3-Phenylacetylamino-2,6-piperidinedione",157096,up,15
_OF-37-IT01_batchid49_0.01uM_24h up,,,up,47
_OF-37-IT01_batchid49_0.01uM_24h down,,,down,160
15918691_OB-28-LD05_batchid49_0.01uM_24h up,15918691,15918691,up,44
15918691_OB-28-LD05_batchid49_0.01uM_24h down,15918691,15918691,down,28
88633189_GD-85-ST07_batchid49_0.01uM_24h up,88633189,88633189,up,48
88633189_GD-85-ST07_batchid49_0.01uM_24h down,88633189,88633189,down,15
_CC-04-YT10_batchid49_0.01uM_24h up,,,up,30
_CC-04-YT10_batchid49_0.01uM_24h down,,,down,66
_AA-70-VU13_batchid49_0.01uM_24h up,,,up,23
_AA-70-VU13_batchid49_0.01uM_24h down,,,down,39
_ID-00-IC14_batchid49_0.01uM_24h up,,,up,49
_ID-00-IC14_batchid49_0.01uM_24h down,,,down,126
_CE-42-GB12_batchid49_0.01uM_24h up,,,up,13
_MA-96-GW26_batchid49_0.01uM_24h up,,,up,21
_MA-96-GW26_batchid49_0.01uM_24h down,,,down,14
Olomoucine_BC-53-HT63_batchid49_0.01uM_24h up,Olomoucine,4592,up,150
Olomoucine_BC-53-HT63_batchid49_0.01uM_24h down,Olomoucine,4592,down,90
4079571_OC-25-TL77_batchid49_0.01uM_24h up,4079571,4079571,up,141
4079571_OC-25-TL77_batchid49_0.01uM_24h down,4079571,4079571,down,29
_IF-43-EO10_batchid49_0.01uM_24h up,,,up,12
17915291_QC-32-ZC28_batchid49_0.01uM_24h up,17915291,17915291,up,28
"13h-Benzo[g]indeno[1,2-b]quinoxalin-13-one_IE-28-SY71_batchid49_0.01uM_24h up","13h-Benzo[g]indeno[1,2-b]quinoxalin-13-one",294677,up,305
"13h-Benzo[g]indeno[1,2-b]quinoxalin-13-one_IE-28-SY71_batchid49_0.01uM_24h down","13h-Benzo[g]indeno[1,2-b]quinoxalin-13-one",294677,down,134
1400_BE-03-XC62_batchid49_0.01uM_24h up,1400,1400,up,145
1400_BE-03-XC62_batchid49_0.01uM_24h down,1400,1400,down,335
18763210_WC-38-CZ02_batchid49_0.01uM_24h up,18763210,18763210,up,64
18763210_WC-38-CZ02_batchid49_0.01uM_24h down,18763210,18763210,down,42
(R)-Aminoglutethimide_AC-91-ME22_batchid49_0.01uM_24h up,(R)-Aminoglutethimide,86488,up,108
(R)-Aminoglutethimide_AC-91-ME22_batchid49_0.01uM_24h down,(R)-Aminoglutethimide,86488,down,45
_SC-59-TX35_batchid49_0.01uM_24h up,,,up,13
_YF-46-CA32_batchid49_0.01uM_24h up,,,up,11
15391273_GA-13-WB79_batchid49_0.01uM_24h up,15391273,15391273,up,76
15391273_GA-13-WB79_batchid49_0.01uM_24h down,15391273,15391273,down,112
10500172_CB-36-QH71_batchid49_0.01uM_24h up,10500172,10500172,up,84
10500172_CB-36-QH71_batchid49_0.01uM_24h down,10500172,10500172,down,216
_CB-12-BV05_batchid49_0.01uM_24h up,,,up,16
_CB-12-BV05_batchid49_0.01uM_24h down,,,down,6
_EB-67-WB79_batchid49_0.01uM_24h up,,,up,393
_EB-67-WB79_batchid49_0.01uM_24h down,,,down,1005
Ketoconazole_AF-81-JB15_batchid49_0.01uM_24h up,Ketoconazole,47576,up,30
Ketoconazole_AF-81-JB15_batchid49_0.01uM_24h down,Ketoconazole,47576,down,13
4170858_YC-45-JD42_batchid49_0.01uM_24h up,4170858,4170858,up,21
4170858_YC-45-JD42_batchid49_0.01uM_24h down,4170858,4170858,down,88
118288050_AA-99-PN83_batchid49_0.01uM_24h up,118288050,118288050,up,22
"6-(Trifluoromethyl)-1,2-benzoxazol-3-ol_UB-28-WW60_batchid49_0.01uM_24h up","6-(Trifluoromethyl)-1,2-benzoxazol-3-ol",11424237,up,60
"6-(Trifluoromethyl)-1,2-benzoxazol-3-ol_UB-28-WW60_batchid49_0.01uM_24h down","6-(Trifluoromethyl)-1,2-benzoxazol-3-ol",11424237,down,39
"3-O-Methyldopa, DL-_GE-28-EL65_batchid49_0.01uM_24h up","3-O-Methyldopa, DL-",1670,up,19
"3-O-Methyldopa, DL-_GE-28-EL65_batchid49_0.01uM_24h down","3-O-Methyldopa, DL-",1670,down,14
Spiperone_CB-24-FA25_batchid49_0.01uM_24h up,Spiperone,5265,up,238
Spiperone_CB-24-FA25_batchid49_0.01uM_24h down,Spiperone,5265,down,627
Alpha-Naphthoflavone_GF-93-DV47_batchid49_0.01uM_24h up,Alpha-Naphthoflavone,11790,up,26
Alpha-Naphthoflavone_GF-93-DV47_batchid49_0.01uM_24h down,Alpha-Naphthoflavone,11790,down,8
"(1,2-Diphenyl-ethyl)-phosphonic acid_UD-99-XG44_batchid49_0.01uM_24h up","(1,2-Diphenyl-ethyl)-phosphonic acid",44296536,up,50
"(1,2-Diphenyl-ethyl)-phosphonic acid_UD-99-XG44_batchid49_0.01uM_24h down","(1,2-Diphenyl-ethyl)-phosphonic acid",44296536,down,24
_GA-77-MH38_batchid49_0.01uM_24h up,,,up,105
_GA-77-MH38_batchid49_0.01uM_24h down,,,down,356
9808877_CD-35-BD44_batchid49_0.01uM_24h up,9808877,9808877,up,29
9808877_CD-35-BD44_batchid49_0.01uM_24h down,9808877,9808877,down,34
22245141_IC-23-YE16_batchid49_0.01uM_24h up,22245141,22245141,up,27
22245141_IC-23-YE16_batchid49_0.01uM_24h down,22245141,22245141,down,7
18521907_WE-43-PZ45_batchid49_0.01uM_24h up,18521907,18521907,up,5
10161935_CC-88-JZ09_batchid49_0.01uM_24h up,10161935,10161935,up,10
_QC-49-CA55_batchid49_0.01uM_24h up,,,up,101
_QC-49-CA55_batchid49_0.01uM_24h down,,,down,35
10159536_GD-63-XB79_batchid49_0.01uM_24h up,10159536,10159536,up,208
10159536_GD-63-XB79_batchid49_0.01uM_24h down,10159536,10159536,down,91
Tubercidin_KE-73-XV62_batchid49_0.01uM_24h up,Tubercidin,6245,up,84
Tubercidin_KE-73-XV62_batchid49_0.01uM_24h down,Tubercidin,6245,down,23
68925890_ZC-09-IW47_batchid49_0.01uM_24h up,68925890,68925890,up,9
68925890_ZC-09-IW47_batchid49_0.01uM_24h down,68925890,68925890,down,18
2249447_XD-68-MP63_batchid49_0.01uM_24h up,2249447,2249447,up,66
2249447_XD-68-MP63_batchid49_0.01uM_24h down,2249447,2249447,down,36
1235170_HD-91-YX62_batchid49_0.01uM_24h up,1235170,1235170,up,42
1235170_HD-91-YX62_batchid49_0.01uM_24h down,1235170,1235170,down,14
2729538_FB-97-DI91_batchid49_0.01uM_24h up,2729538,2729538,up,12
2729538_FB-97-DI91_batchid49_0.01uM_24h down,2729538,2729538,down,14
_PD-14-CH80_batchid49_0.01uM_24h up,,259965,up,15
_PD-14-CH80_batchid49_0.01uM_24h down,,259965,down,5
Caffeine_AD-83-MW95_batchid49_0.01uM_24h up,Caffeine,2519,up,83
Caffeine_AD-83-MW95_batchid49_0.01uM_24h down,Caffeine,2519,down,37
749644_PC-80-LV29_batchid49_0.01uM_24h up,749644,749644,up,301
749644_PC-80-LV29_batchid49_0.01uM_24h down,749644,749644,down,335
6011884_BF-96-PY22_batchid49_0.01uM_24h up,6011884,6011884,up,61
6011884_BF-96-PY22_batchid49_0.01uM_24h down,6011884,6011884,down,79
"Ethane-1,2-diyl dicarbamimidothioate_GF-02-ER50_batchid49_0.01uM_24h up","Ethane-1,2-diyl dicarbamimidothioate",81371,up,30
"Ethane-1,2-diyl dicarbamimidothioate_GF-02-ER50_batchid49_0.01uM_24h down","Ethane-1,2-diyl dicarbamimidothioate",81371,down,83
SB 206553_AC-49-ZR23_batchid49_0.01uM_24h up,SB 206553,5163,up,40
SB 206553_AC-49-ZR23_batchid49_0.01uM_24h down,SB 206553,5163,down,17
ML-9 free base_EC-07-ZB49_batchid49_0.01uM_24h up,ML-9 free base,4217,up,14
ML-9 free base_EC-07-ZB49_batchid49_0.01uM_24h down,ML-9 free base,4217,down,5
Pratol_BB-79-GA42_batchid49_0.01uM_24h up,Pratol,5320693,up,40
Pratol_BB-79-GA42_batchid49_0.01uM_24h down,Pratol,5320693,down,11
_BC-61-ZY95_batchid49_0.01uM_24h up,,,up,100
_BC-61-ZY95_batchid49_0.01uM_24h down,,,down,82
5284558_LD-39-FL02_batchid49_0.01uM_24h up,5284558,5284558,up,30
5284558_LD-39-FL02_batchid49_0.01uM_24h down,5284558,5284558,down,8
68966603_ZE-53-LS38_batchid49_0.01uM_24h up,68966603,68966603,up,6
54240056_BD-63-JC77_batchid49_0.01uM_24h up,54240056,54240056,up,74
54240056_BD-63-JC77_batchid49_0.01uM_24h down,54240056,54240056,down,18
Stavudine_GD-59-OG21_batchid49_0.01uM_24h up,Stavudine,18283,up,243
Stavudine_GD-59-OG21_batchid49_0.01uM_24h down,Stavudine,18283,down,599
676987_FA-39-KG56_batchid49_0.01uM_24h up,676987,676987,up,26
676987_FA-39-KG56_batchid49_0.01uM_24h down,676987,676987,down,58
_DF-84-RT50_batchid49_0.01uM_24h up,,,up,286
_DF-84-RT50_batchid49_0.01uM_24h down,,,down,838
_XB-53-OZ95_batchid49_0.01uM_24h up,,,up,64
_XB-53-OZ95_batchid49_0.01uM_24h down,,,down,17
3288900_BE-36-XE09_batchid49_0.01uM_24h up,3288900,3288900,up,123
3288900_BE-36-XE09_batchid49_0.01uM_24h down,3288900,3288900,down,279
1-[(4-fluorophenyl)sulfonyl]-1H-benzimidazole_FE-03-MI11_batchid49_0.01uM_24h up,1-[(4-fluorophenyl)sulfonyl]-1H-benzimidazole,684711,up,9
1-[(4-fluorophenyl)sulfonyl]-1H-benzimidazole_FE-03-MI11_batchid49_0.01uM_24h down,1-[(4-fluorophenyl)sulfonyl]-1H-benzimidazole,684711,down,7
22421741_DD-44-OX00_batchid49_0.01uM_24h up,22421741,22421741,up,196
22421741_DD-44-OX00_batchid49_0.01uM_24h down,22421741,22421741,down,129
11398430_FA-36-VA24_batchid49_0.01uM_24h up,11398430,11398430,up,9
11398430_FA-36-VA24_batchid49_0.01uM_24h down,11398430,11398430,down,11
Flurbiprofen_AB-92-LS83_batchid49_0.01uM_24h up,Flurbiprofen,3394,up,160
Flurbiprofen_AB-92-LS83_batchid49_0.01uM_24h down,Flurbiprofen,3394,down,61
_HD-16-HN20_batchid49_0.01uM_24h up,,,up,15
2765033_DD-48-MZ39_batchid49_0.01uM_24h up,2765033,2765033,up,10
2765033_DD-48-MZ39_batchid49_0.01uM_24h down,2765033,2765033,down,12
753087_EE-35-XA42_batchid49_0.01uM_24h up,753087,753087,up,38
753087_EE-35-XA42_batchid49_0.01uM_24h down,753087,753087,down,38
1208294_CB-15-RU50_batchid49_0.01uM_24h up,1208294,1208294,up,145
1208294_CB-15-RU50_batchid49_0.01uM_24h down,1208294,1208294,down,166
_ZD-74-FC07_batchid49_0.01uM_24h up,,,up,141
_ZD-74-FC07_batchid49_0.01uM_24h down,,,down,206
N-(5-chloro-2-hydroxyphenyl)-2-methoxybenzamide_EB-92-TL51_batchid49_0.01uM_24h up,N-(5-chloro-2-hydroxyphenyl)-2-methoxybenzamide,483833,up,56
N-(5-chloro-2-hydroxyphenyl)-2-methoxybenzamide_EB-92-TL51_batchid49_0.01uM_24h down,N-(5-chloro-2-hydroxyphenyl)-2-methoxybenzamide,483833,down,9
_TD-29-IN36_batchid49_0.01uM_24h up,,,up,33
_JA-88-IO52_batchid49_0.01uM_24h up,,,up,209
_JA-88-IO52_batchid49_0.01uM_24h down,,,down,225
